x	y	key	showSelected1	showSelected2
0.000461928989282319	0.00307107929034872	1	constante 0.001	0
0.000922329813931865	0.00613903855700706	1	constante 0.001	1
0.00138120678354741	0.00920388108191775	1	constante 0.001	2
0.00183856419615872	0.0122656101432849	1	constante 0.001	3
0.00229440633825705	0.0153242290155792	1	constante 0.001	4
0.00274873748482562	0.0183797409695424	1	constante 0.001	5
0.00320156189936996	0.0214321492721928	1	constante 0.001	6
0.00365288383394818	0.0244814571868298	1	constante 0.001	7
0.00410270752920118	0.027527667973039	1	constante 0.001	8
0.00455103721438275	0.0305707848866971	1	constante 0.001	9
0.00499787710738967	0.0336108111799768	1	constante 0.001	10
0.00544323141479161	0.0366477501013517	1	constante 0.001	11
0.00588710433186104	0.0396816048956012	1	constante 0.001	12
0.00632950004260304	0.0427123788038155	1	constante 0.001	13
0.00677042271978505	0.0457400750634002	1	constante 0.001	14
0.00720987652496645	0.0487646969080815	1	constante 0.001	15
0.00764786560852822	0.0517862475679111	1	constante 0.001	16
0.00808439410970239	0.0548047302692704	1	constante 0.001	17
0.00851946615660145	0.0578201482348764	1	constante 0.001	18
0.00895308586624771	0.0608325046837855	1	constante 0.001	19
0.00938525734460257	0.0638418028313992	1	constante 0.001	20
0.00981598468659569	0.0668480458894683	1	constante 0.001	21
0.0102452719761541	0.069851237066098	1	constante 0.001	22
0.0106731232862313	0.0728513795657528	1	constante 0.001	23
0.011099542678836	0.0758484765892611	1	constante 0.001	24
0.0115245342050614	0.0788425313338201	1	constante 0.001	25
0.0119481019051136	0.0818335469930004	1	constante 0.001	26
0.0123702498083405	0.0848215267567512	1	constante 0.001	27
0.0127909819332605	0.0878064738114047	1	constante 0.001	28
0.013210302287591	0.090788391339681	1	constante 0.001	29
0.013628214868277	0.0937672825206927	1	constante 0.001	30
0.0140447236615194	0.0967431505299499	1	constante 0.001	31
0.0144598326428034	0.099715998539365	1	constante 0.001	32
0.0148735457769268	0.102685829717257	1	constante 0.001	33
0.0152858670180284	0.105652647228356	1	constante 0.001	34
0.0156968003096158	0.10861645423381	1	constante 0.001	35
0.0161063495845935	0.111577253891187	1	constante 0.001	36
0.0165145187652912	0.114535049354479	1	constante 0.001	37
0.0169213117634914	0.117489843774112	1	constante 0.001	38
0.0173267324804574	0.120441640296944	1	constante 0.001	39
0.0177307848069611	0.123390442066275	1	constante 0.001	40
0.00461928989282319	0.0307107929034872	1	constante 0.01	0
0.00908576332236913	0.0611095834379358	1	constante 0.01	1
0.0134037298874091	0.0911996535460816	1	constante 0.01	2
0.0175773834966036	0.120984247784932	1	constante 0.01	3
0.0216108054204364	0.150466573822201	1	constante 0.01	4
0.0255079672631571	0.179649802924557	1	constante 0.01	5
0.0292727338568229	0.208537070437822	1	constante 0.01	6
0.0329088660794774	0.23713147625932	1	constante 0.01	7
0.0364200235994493	0.265436085302504	1	constante 0.01	8
0.0398097675477034	0.293453927954037	1	constante 0.01	9
0.0430815631201246	0.32118800052346	1	constante 0.01	10
0.0462387821115682	0.34864126568562	1	constante 0.01	11
0.0492847053834597	0.375816652915977	1	constante 0.01	12
0.0522225252666826	0.402717058918948	1	constante 0.01	13
0.0550553479014462	0.429345348049423	1	constante 0.01	14
