x	y	key	showSelected1	showSelected2	PANEL
40	3.32614098154605	1	quad. 0.01	40	4
0	4.34985657761719	1	quad. 0.1	0	4
1	3.98569841949305	1	quad. 0.1	1	4
2	3.70041653254359	1	quad. 0.1	2	4
3	3.47451847438871	1	quad. 0.1	3	4
4	3.29428150422283	1	quad. 0.1	4	4
5	3.14971446742356	1	quad. 0.1	5	4
6	3.03333525264066	1	quad. 0.1	6	4
7	2.93941426687789	1	quad. 0.1	7	4
8	2.8634891600364	1	quad. 0.1	8	4
9	2.80204128268953	1	quad. 0.1	9	4
10	2.75227150788834	1	quad. 0.1	10	4
11	2.71193927603091	1	quad. 0.1	11	4
12	2.67924343656362	1	quad. 0.1	12	4
13	2.65273181419771	1	quad. 0.1	13	4
14	2.63123124786194	1	quad. 0.1	14	4
15	2.61379269296506	1	quad. 0.1	15	4
16	2.59964770009571	1	quad. 0.1	16	4
17	2.58817366222007	1	quad. 0.1	17	4
18	2.57886592382373	1	quad. 0.1	18	4
19	2.5713153194954	1	quad. 0.1	19	4
20	2.56519004218105	1	quad. 0.1	20	4
21	2.56022098295877	1	quad. 0.1	21	4
22	2.55618986474542	1	quad. 0.1	22	4
23	2.55291963038744	1	quad. 0.1	23	4
24	2.55026665296702	1	quad. 0.1	24	4
25	2.5481144207504	1	quad. 0.1	25	4
26	2.54636841646002	1	quad. 0.1	26	4
27	2.54495196436305	1	quad. 0.1	27	4
28	2.54380286191328	1	quad. 0.1	28	4
29	2.54287064754264	1	quad. 0.1	29	4
30	2.54211438435559	1	quad. 0.1	30	4
31	2.54150086225597	1	quad. 0.1	31	4
32	2.54100313947659	1	quad. 0.1	32	4
33	2.54059935942234	1	quad. 0.1	33	4
34	2.54027179084698	1	quad. 0.1	34	4
35	2.54000604920209	1	quad. 0.1	35	4
36	2.53979046495801	1	quad. 0.1	36	4
37	2.53961557115412	1	quad. 0.1	37	4
38	2.53947368767308	1	quad. 0.1	38	4
39	2.53935858398213	1	quad. 0.1	39	4
40	2.53926520553069	1	quad. 0.1	40	4
0	4.34985657761719	1	quad. 1	0	4
1	2.75749306943605	1	quad. 1	1	4
2	3.1058864277031	1	quad. 1	2	4
3	4.01002131056553	1	quad. 1	3	4
4	6.35582700996271	1	quad. 1	4	4
5	6.54665510018431	1	quad. 1	5	4
6	6.54665510018431	1	quad. 1	6	4
7	6.54665510018431	1	quad. 1	7	4
8	6.54665510018431	1	quad. 1	8	4
9	6.54665510018431	1	quad. 1	9	4
10	6.54665510018431	1	quad. 1	10	4
11	6.54665510018431	1	quad. 1	11	4
12	6.54665510018431	1	quad. 1	12	4
13	6.54665510018431	1	quad. 1	13	4
14	6.54665510018431	1	quad. 1	14	4
15	6.54665510018431	1	quad. 1	15	4
16	6.54665510018431	1	quad. 1	16	4
17	6.54665510018431	1	quad. 1	17	4
18	6.54665510018431	1	quad. 1	18	4
19	6.54665510018431	1	quad. 1	19	4
20	6.54665510018431	1	quad. 1	20	4
21	6.54665510018431	1	quad. 1	21	4
22	6.54665510018431	1	quad. 1	22	4
23	6.54665510018431	1	quad. 1	23	4
24	6.54665510018431	1	quad. 1	24	4
25	6.54665510018431	1	quad. 1	25	4
26	6.54665510018431	1	quad. 1	26	4
27	6.54665510018431	1	quad. 1	27	4
28	6.54665510018431	1	quad. 1	28	4
29	6.54665510018431	1	quad. 1	29	4
30	6.54665510018431	1	quad. 1	30	4
31	6.54665510018431	1	quad. 1	31	4
32	6.54665510018431	1	quad. 1	32	4
33	6.54665510018431	1	quad. 1	33	4
34	6.54665510018431	1	quad. 1	34	4
35	6.54665510018431	1	quad. 1	35	4
36	6.54665510018431	1	quad. 1	36	4
37	6.54665510018431	1	quad. 1	37	4
38	6.54665510018431	1	quad. 1	38	4
39	6.54665510018431	1	quad. 1	39	4
40	6.54665510018431	1	quad. 1	40	4
0	10.2028555177635	1	sin 0.001	0	5
1	10.190192896167	1	sin 0.001	1	5
2	10.1775566499581	1	sin 0.001	2	5
3	10.1649467203181	1	sin 0.001	3	5
4	10.1523630485784	1	sin 0.001	4	5
5	10.1398055762206	1	sin 0.001	5	5
6	10.1272742448759	1	sin 0.001	6	5
7	10.1147689963243	1	sin 0.001	7	5
8	10.1022897724946	1	sin 0.001	8	5
9	10.0898365154635	1	sin 0.001	9	5
10	10.0774091674554	1	sin 0.001	10	5
11	10.0650076708421	1	sin 0.001	11	5
12	10.0526319681417	1	sin 0.001	12	5
13	10.0402820020189	1	sin 0.001	13	5
14	10.027957715284	1	sin 0.001	14	5
15	10.0156590508928	1	sin 0.001	15	5
16	10.0033859519457	1	sin 0.001	16	5
17	9.99113836168794	1	sin 0.001	17	5
18	9.97891622350839	1	sin 0.001	18	5
19	9.96671948093961	1	sin 0.001	19	5
20	9.95454807765722	1	sin 0.001	20	5
21	9.94240195747947	1	sin 0.001	21	5
22	9.93028106436681	1	sin 0.001	22	5
23	9.91818534242145	1	sin 0.001	23	5
24	9.90611473588689	1	sin 0.001	24	5
25	9.89406918914752	1	sin 0.001	25	5
26	9.88204864672816	1	sin 0.001	26	5
27	9.87005305329364	1	sin 0.001	27	5
28	9.85808235364835	1	sin 0.001	28	5
29	9.8461364927358	1	sin 0.001	29	5
30	9.83421541563824	1	sin 0.001	30	5
31	9.82231906757616	1	sin 0.001	31	5
32	9.81044739390791	1	sin 0.001	32	5
33	9.79860034012929	1	sin 0.001	33	5
34	9.78677785187305	1	sin 0.001	34	5
35	9.77497987490855	1	sin 0.001	35	5
36	9.7632063551413	1	sin 0.001	36	5
37	9.75145723861256	1	sin 0.001	37	5
38	9.73973247149889	1	sin 0.001	38	5
39	9.72803200011175	1	sin 0.001	39	5
40	9.71635577089713	1	sin 0.001	40	5
0	10.2028555177635	1	sin 0.01	0	5
1	10.0768234107929	1	sin 0.01	1	5
2	9.95340241658783	1	sin 0.01	2	5
3	9.83253472625646	1	sin 0.01	3	5
4	9.71416399325124	1	sin 0.01	4	5
5	9.59823528798297	1	sin 0.01	5	5
6	9.48469505418168	1	sin 0.01	6	5
7	9.37349106692569	1	sin 0.01	7	5
8	9.26457239226445	1	sin 0.01	8	5
9	9.15788934836421	1	sin 0.01	9	5
10	9.05339346810913	1	sin 0.01	10	5
11	8.95103746309354	1	sin 0.01	11	5
12	8.85077518894438	1	sin 0.01	12	5
13	8.75256161191559	1	sin 0.01	13	5
14	8.65635277669899	1	sin 0.01	14	5
15	8.56210577539916	1	sin 0.01	15	5
16	8.46977871762187	1	sin 0.01	16	5
17	8.37933070162847	1	sin 0.01	17	5
18	8.29072178651056	1	sin 0.01	18	5
19	8.20391296534165	1	sin 0.01	19	5
20	8.11886613926446	1	sin 0.01	20	5
21	8.0355440924745	1	sin 0.01	21	5
22	7.95391046806248	1	sin 0.01	22	5
23	7.87392974467965	1	sin 0.01	23	5
24	7.79556721399221	1	sin 0.01	24	5
25	7.71878895889203	1	sin 0.01	25	5
26	7.64356183243304	1	sin 0.01	26	5
27	7.56985343746343	1	sin 0.01	27	5
28	7.49763210692571	1	sin 0.01	28	5
29	7.42686688479771	1	sin 0.01	29	5
30	7.35752750764883	1	sin 0.01	30	5
31	7.28958438678714	1	sin 0.01	31	5
32	7.22300859097396	1	sin 0.01	32	5
33	7.15777182968368	1	sin 0.01	33	5
34	7.09384643688753	1	sin 0.01	34	5
35	7.03120535534093	1	sin 0.01	35	5
36	6.96982212135518	1	sin 0.01	36	5
37	6.90967085003479	1	sin 0.01	37	5
38	6.85072622096288	1	sin 0.01	38	5
39	6.79296346431772	1	sin 0.01	39	5
40	6.73635834740419	1	sin 0.01	40	5
0	10.2028555177635	1	sin 0.1	0	5
1	9.00194534748414	1	sin 0.1	1	5
2	8.03656095766757	1	sin 0.1	2	5
3	7.25822566242321	1	sin 0.1	3	5
4	6.6294386308737	1	sin 0.1	4	5
5	6.12077420613116	1	sin 0.1	5	5
6	5.70890509125192	1	sin 0.1	6	5
7	5.37520415484772	1	sin 0.1	7	5
8	5.10472234703585	1	sin 0.1	8	5
9	4.88542079533173	1	sin 0.1	9	5
10	4.7075812907797	1	sin 0.1	10	5
11	4.5633463070733	1	sin 0.1	11	5
12	4.44635581172625	1	sin 0.1	12	5
13	4.35145807264183	1	sin 0.1	13	5
14	4.27447802168801	1	sin 0.1	14	5
15	4.21203096187556	1	sin 0.1	15	5
16	4.16137232275482	1	sin 0.1	16	5
17	4.12027625769885	1	sin 0.1	17	5
18	4.08693741959115	1	sin 0.1	18	5
19	4.05989142014148	1	sin 0.1	19	5
20	4.03795038088478	1	sin 0.1	20	5
21	4.0201506916181	1	sin 0.1	21	5
22	4.00571065265497	1	sin 0.1	22	5
23	3.99399612471365	1	sin 0.1	23	5
24	3.98449266921705	1	sin 0.1	24	5
25	3.97678295079314	1	sin 0.1	25	5
26	3.97052840702629	1	sin 0.1	26	5
27	3.96545437909011	1	sin 0.1	27	5
28	3.96133804952027	1	sin 0.1	28	5
29	3.95799865701138	1	sin 0.1	29	5
30	3.95528955830694	1	sin 0.1	30	5
31	3.95309178846865	1	sin 0.1	31	5
32	3.95130883666758	1	sin 0.1	32	5
33	3.94986240804842	1	sin 0.1	33	5
34	3.94868898553697	1	sin 0.1	34	5
35	3.94773704059798	1	sin 0.1	35	5
36	3.94696477045327	1	sin 0.1	36	5
37	3.94633826239111	1	sin 0.1	37	5
38	3.9458300045544	1	sin 0.1	38	5
39	3.94541767781084	1	sin 0.1	39	5
40	3.9450831756519	1	sin 0.1	40	5
0	10.2028555177635	1	sin 1	0	5
1	4.13484375755082	1	sin 1	1	5
2	4.43893572308197	1	sin 1	2	5
3	5.22869124566947	1	sin 1	3	5
4	7.2777362134323	1	sin 1	4	5
5	12.5940462387908	1	sin 1	5	5
6	13.0264943919477	1	sin 1	6	5
7	13.0264943919477	1	sin 1	7	5
8	13.0264943919477	1	sin 1	8	5
9	13.0264943919477	1	sin 1	9	5
10	13.0264943919477	1	sin 1	10	5
11	13.0264943919477	1	sin 1	11	5
12	13.0264943919477	1	sin 1	12	5
13	13.0264943919477	1	sin 1	13	5
14	13.0264943919477	1	sin 1	14	5
15	13.0264943919477	1	sin 1	15	5
16	13.0264943919477	1	sin 1	16	5
17	13.0264943919477	1	sin 1	17	5
18	13.0264943919477	1	sin 1	18	5
19	13.0264943919477	1	sin 1	19	5
20	13.0264943919477	1	sin 1	20	5
21	13.0264943919477	1	sin 1	21	5
22	13.0264943919477	1	sin 1	22	5
23	13.0264943919477	1	sin 1	23	5
24	13.0264943919477	1	sin 1	24	5
25	13.0264943919477	1	sin 1	25	5
26	13.0264943919477	1	sin 1	26	5
27	13.0264943919477	1	sin 1	27	5
28	13.0264943919477	1	sin 1	28	5
29	13.0264943919477	1	sin 1	29	5
30	13.0264943919477	1	sin 1	30	5
31	13.0264943919477	1	sin 1	31	5
32	13.0264943919477	1	sin 1	32	5
33	13.0264943919477	1	sin 1	33	5
34	13.0264943919477	1	sin 1	34	5
35	13.0264943919477	1	sin 1	35	5
36	13.0264943919477	1	sin 1	36	5
37	13.0264943919477	1	sin 1	37	5
38	13.0264943919477	1	sin 1	38	5
39	13.0264943919477	1	sin 1	39	5
40	13.0264943919477	1	sin 1	40	5
