x	y	key	showSelected1	showSelected2	PANEL
30	9.68072745890431	1	lin.haut 0.001	30	3
31	9.65299881292914	1	lin.haut 0.001	31	3
32	9.62537846859645	1	lin.haut 0.001	32	3
33	9.59786593319415	1	lin.haut 0.001	33	3
34	9.57046071643645	1	lin.haut 0.001	34	3
35	9.54316233045154	1	lin.haut 0.001	35	3
36	9.51597028976924	1	lin.haut 0.001	36	3
37	9.48888411130878	1	lin.haut 0.001	37	3
38	9.46190331436663	1	lin.haut 0.001	38	3
39	9.43502742060437	1	lin.haut 0.001	39	3
40	9.40825595403664	1	lin.haut 0.001	40	3
0	10.565493787302	1	lin.haut 0.01	0	3
1	10.2561027779233	1	lin.haut 0.01	1	3
2	9.95888288701729	1	lin.haut 0.01	2	3
3	9.67328145399465	1	lin.haut 0.01	3	3
4	9.39877282534847	1	lin.haut 0.01	4	3
5	9.13485699200313	1	lin.haut 0.01	5	3
6	8.88105829631009	1	lin.haut 0.01	6	3
7	8.63692420511261	1	lin.haut 0.01	7	3
8	8.40202414548582	1	lin.haut 0.01	8	3
9	8.17594839993316	1	lin.haut 0.01	9	3
10	7.95830705798596	1	lin.haut 0.01	10	3
11	7.74872902130989	1	lin.haut 0.01	11	3
12	7.5468610595714	1	lin.haut 0.01	12	3
13	7.35236691445813	1	lin.haut 0.01	13	3
14	7.16492644938179	1	lin.haut 0.01	14	3
15	6.98423484251909	1	lin.haut 0.01	15	3
16	6.81000182096663	1	lin.haut 0.01	16	3
17	6.64195093390058	1	lin.haut 0.01	17	3
18	6.47981886274007	1	lin.haut 0.01	18	3
19	6.32335476641631	1	lin.haut 0.01	19	3
20	6.17231965994715	1	lin.haut 0.01	20	3
21	6.02648582460938	1	lin.haut 0.01	21	3
22	5.88563624808865	1	lin.haut 0.01	22	3
23	5.74956409307072	1	lin.haut 0.01	23	3
24	5.61807219281618	1	lin.haut 0.01	24	3
25	5.49097257233618	1	lin.haut 0.01	25	3
26	5.36808599385766	1	lin.haut 0.01	26	3
27	5.24924152533387	1	lin.haut 0.01	27	3
28	5.13427613082016	1	lin.haut 0.01	28	3
29	5.02303428159553	1	lin.haut 0.01	29	3
30	4.91536758696801	1	lin.haut 0.01	30	3
31	4.81113444375661	1	lin.haut 0.01	31	3
32	4.71019970349413	1	lin.haut 0.01	32	3
33	4.61243435644462	1	lin.haut 0.01	33	3
34	4.51771523157529	1	lin.haut 0.01	34	3
35	4.42592471166747	1	lin.haut 0.01	35	3
36	4.33695046279272	1	lin.haut 0.01	36	3
37	4.25068517741992	1	lin.haut 0.01	37	3
38	4.16702633045729	1	lin.haut 0.01	38	3
39	4.08587594756851	1	lin.haut 0.01	39	3
40	4.0071403851364	1	lin.haut 0.01	40	3
0	10.565493787302	1	lin.haut 0.1	0	3
1	7.7518481590476	1	lin.haut 0.1	1	3
2	5.9147362155699	1	lin.haut 0.1	2	3
3	4.66760194978853	1	lin.haut 0.1	3	3
4	3.78866498947435	1	lin.haut 0.1	4	3
5	3.14813682304874	1	lin.haut 0.1	5	3
6	2.66809837599878	1	lin.haut 0.1	6	3
7	2.30028305549524	1	lin.haut 0.1	7	3
8	2.01369481050757	1	lin.haut 0.1	8	3
9	1.78764362976336	1	lin.haut 0.1	9	3
10	1.60777748687574	1	lin.haut 0.1	10	3
11	1.4637815868892	1	lin.haut 0.1	11	3
12	1.34801329680926	1	lin.haut 0.1	12	3
13	1.2546685107438	1	lin.haut 0.1	13	3
14	1.17925484841813	1	lin.haut 0.1	14	3
15	1.11824590721959	1	lin.haut 0.1	15	3
16	1.0688453390297	1	lin.haut 0.1	16	3
17	1.02881979015106	1	lin.haut 0.1	17	3
18	0.996376659457585	1	lin.haut 0.1	18	3
19	0.970072183618594	1	lin.haut 0.1	19	3
20	0.948740831821096	1	lin.haut 0.1	20	3
21	0.931440189651113	1	lin.haut 0.1	21	3
22	0.917407426756411	1	lin.haut 0.1	22	3
23	0.906024625796227	1	lin.haut 0.1	23	3
24	0.896791007431424	1	lin.haut 0.1	24	3
25	0.889300589932606	1	lin.haut 0.1	25	3
26	0.88322417038098	1	lin.haut 0.1	26	3
27	0.878294764133765	1	lin.haut 0.1	27	3
28	0.874295823807166	1	lin.haut 0.1	28	3
29	0.871051698951499	1	lin.haut 0.1	29	3
30	0.868419905742805	1	lin.haut 0.1	30	3
31	0.866284860824448	1	lin.haut 0.1	31	3
32	0.864552800635441	1	lin.haut 0.1	32	3
33	0.863147661208298	1	lin.haut 0.1	33	3
34	0.862007736463279	1	lin.haut 0.1	34	3
35	0.861082967685363	1	lin.haut 0.1	35	3
36	0.860332744845889	1	lin.haut 0.1	36	3
37	0.859724123048568	1	lin.haut 0.1	37	3
38	0.859230375685952	1	lin.haut 0.1	38	3
39	0.858829820720529	1	lin.haut 0.1	39	3
40	0.858504868521293	1	lin.haut 0.1	40	3
0	10.565493787302	1	lin.haut 1	0	3
1	10.4554840579621	1	lin.haut 1	1	3
2	11.050843233241	1	lin.haut 1	2	3
3	11.050843233241	1	lin.haut 1	3	3
4	11.050843233241	1	lin.haut 1	4	3
5	11.050843233241	1	lin.haut 1	5	3
6	11.050843233241	1	lin.haut 1	6	3
7	11.050843233241	1	lin.haut 1	7	3
8	11.050843233241	1	lin.haut 1	8	3
9	11.050843233241	1	lin.haut 1	9	3
10	11.050843233241	1	lin.haut 1	10	3
11	11.050843233241	1	lin.haut 1	11	3
12	11.050843233241	1	lin.haut 1	12	3
13	11.050843233241	1	lin.haut 1	13	3
14	11.050843233241	1	lin.haut 1	14	3
15	11.050843233241	1	lin.haut 1	15	3
16	11.050843233241	1	lin.haut 1	16	3
17	11.050843233241	1	lin.haut 1	17	3
18	11.050843233241	1	lin.haut 1	18	3
19	11.050843233241	1	lin.haut 1	19	3
20	11.050843233241	1	lin.haut 1	20	3
21	11.050843233241	1	lin.haut 1	21	3
22	11.050843233241	1	lin.haut 1	22	3
23	11.050843233241	1	lin.haut 1	23	3
24	11.050843233241	1	lin.haut 1	24	3
25	11.050843233241	1	lin.haut 1	25	3
26	11.050843233241	1	lin.haut 1	26	3
27	11.050843233241	1	lin.haut 1	27	3
28	11.050843233241	1	lin.haut 1	28	3
29	11.050843233241	1	lin.haut 1	29	3
30	11.050843233241	1	lin.haut 1	30	3
31	11.050843233241	1	lin.haut 1	31	3
32	11.050843233241	1	lin.haut 1	32	3
33	11.050843233241	1	lin.haut 1	33	3
34	11.050843233241	1	lin.haut 1	34	3
35	11.050843233241	1	lin.haut 1	35	3
36	11.050843233241	1	lin.haut 1	36	3
37	11.050843233241	1	lin.haut 1	37	3
38	11.050843233241	1	lin.haut 1	38	3
39	11.050843233241	1	lin.haut 1	39	3
40	11.050843233241	1	lin.haut 1	40	3
0	4.34985657761719	1	quad. 0.001	0	4
1	4.34598958204791	1	quad. 0.001	1	4
2	4.34213168136077	1	quad. 0.001	2	4
3	4.33828285010415	1	quad. 0.001	3	4
4	4.3344430629155	1	quad. 0.001	4	4
5	4.33061229452104	1	quad. 0.001	5	4
6	4.32679051973529	1	quad. 0.001	6	4
7	4.32297771346076	1	quad. 0.001	7	4
8	4.31917385068757	1	quad. 0.001	8	4
9	4.31537890649305	1	quad. 0.001	9	4
10	4.31159285604139	1	quad. 0.001	10	4
11	4.30781567458327	1	quad. 0.001	11	4
12	4.30404733745552	1	quad. 0.001	12	4
13	4.30028782008069	1	quad. 0.001	13	4
14	4.29653709796676	1	quad. 0.001	14	4
15	4.29279514670674	1	quad. 0.001	15	4
16	4.28906194197831	1	quad. 0.001	16	4
17	4.28533745954349	1	quad. 0.001	17	4
18	4.28162167524826	1	quad. 0.001	18	4
19	4.27791456502222	1	quad. 0.001	19	4
20	4.27421610487821	1	quad. 0.001	20	4
21	4.27052627091201	1	quad. 0.001	21	4
22	4.26684503930195	1	quad. 0.001	22	4
23	4.26317238630857	1	quad. 0.001	23	4
24	4.2595082882743	1	quad. 0.001	24	4
25	4.25585272162307	1	quad. 0.001	25	4
26	4.25220566286002	1	quad. 0.001	26	4
27	4.24856708857113	1	quad. 0.001	27	4
28	4.24493697542286	1	quad. 0.001	28	4
29	4.24131530016188	1	quad. 0.001	29	4
30	4.23770203961466	1	quad. 0.001	30	4
31	4.23409717068718	1	quad. 0.001	31	4
32	4.2305006703646	1	quad. 0.001	32	4
33	4.22691251571088	1	quad. 0.001	33	4
34	4.22333268386852	1	quad. 0.001	34	4
35	4.21976115205819	1	quad. 0.001	35	4
36	4.21619789757839	1	quad. 0.001	36	4
37	4.21264289780519	1	quad. 0.001	37	4
38	4.20909613019182	1	quad. 0.001	38	4
39	4.20555757226841	1	quad. 0.001	39	4
40	4.20202720164167	1	quad. 0.001	40	4
0	4.34985657761719	1	quad. 0.01	0	4
1	4.31139154373172	1	quad. 0.01	1	4
2	4.27382457002578	1	quad. 0.01	2	4
3	4.23713080182563	1	quad. 0.01	3	4
4	4.20128624189502	1	quad. 0.01	4	4
5	4.16626771461589	1	quad. 0.01	5	4
6	4.13205283184963	1	quad. 0.01	6	4
7	4.09861996039546	1	quad. 0.01	7	4
8	4.06594819096695	1	quad. 0.01	8	4
9	4.03401730861159	1	quad. 0.01	9	4
10	4.00280776450199	1	quad. 0.01	10	4
11	3.97230064903119	1	quad. 0.01	11	4
12	3.94247766614771	1	quad. 0.01	12	4
13	3.91332110886947	1	quad. 0.01	13	4
14	3.88481383591859	1	quad. 0.01	14	4
15	3.85693924942207	1	quad. 0.01	15	4
16	3.82968127362627	1	quad. 0.01	16	4
17	3.80302433457547	1	quad. 0.01	17	4
18	3.77695334070759	1	quad. 0.01	18	4
19	3.75145366432228	1	quad. 0.01	19	4
20	3.72651112387897	1	quad. 0.01	20	4
21	3.70211196708464	1	quad. 0.01	21	4
22	3.67824285473294	1	quad. 0.01	22	4
23	3.65489084525835	1	quad. 0.01	23	4
24	3.63204337997092	1	quad. 0.01	24	4
25	3.60968826893872	1	quad. 0.01	25	4
26	3.58781367748685	1	quad. 0.01	26	4
27	3.56640811328355	1	quad. 0.01	27	4
28	3.54546041398511	1	quad. 0.01	28	4
29	3.52495973541311	1	quad. 0.01	29	4
30	3.5048955402384	1	quad. 0.01	30	4
31	3.48525758714795	1	quad. 0.01	31	4
32	3.46603592047144	1	quad. 0.01	32	4
33	3.44722086024605	1	quad. 0.01	33	4
34	3.42880299269869	1	quad. 0.01	34	4
35	3.41077316112593	1	quad. 0.01	35	4
36	3.39312245715317	1	quad. 0.01	36	4
37	3.37584221235513	1	quad. 0.01	37	4
38	3.35892399022088	1	quad. 0.01	38	4
39	3.34235957844733	1	quad. 0.01	39	4
