group	colour	x	y	clickSelects	showSelected1	PANEL
1	#C6DBEF	39	3.03621176071587	constante 0.001	0.001	1
1	#C6DBEF	40	3.0317753750501	constante 0.001	0.001	1
1	#C6DBEF	0	3.63676932370551	lin.bas 0.001	0.001	2
1	#C6DBEF	1	3.63008442188478	lin.bas 0.001	0.001	2
1	#C6DBEF	2	3.62341887599365	lin.bas 0.001	0.001	2
1	#C6DBEF	3	3.61677261587304	lin.bas 0.001	0.001	2
1	#C6DBEF	4	3.61014557166863	lin.bas 0.001	0.001	2
1	#C6DBEF	5	3.60353767382942	lin.bas 0.001	0.001	2
1	#C6DBEF	6	3.59694885310621	lin.bas 0.001	0.001	2
1	#C6DBEF	7	3.59037904055022	lin.bas 0.001	0.001	2
1	#C6DBEF	8	3.58382816751158	lin.bas 0.001	0.001	2
1	#C6DBEF	9	3.57729616563794	lin.bas 0.001	0.001	2
1	#C6DBEF	10	3.57078296687301	lin.bas 0.001	0.001	2
1	#C6DBEF	11	3.56428850345513	lin.bas 0.001	0.001	2
1	#C6DBEF	12	3.55781270791589	lin.bas 0.001	0.001	2
1	#C6DBEF	13	3.55135551307867	lin.bas 0.001	0.001	2
1	#C6DBEF	14	3.5449168520573	lin.bas 0.001	0.001	2
1	#C6DBEF	15	3.5384966582546	lin.bas 0.001	0.001	2
1	#C6DBEF	16	3.53209486536102	lin.bas 0.001	0.001	2
1	#C6DBEF	17	3.52571140735328	lin.bas 0.001	0.001	2
1	#C6DBEF	18	3.51934621849296	lin.bas 0.001	0.001	2
1	#C6DBEF	19	3.51299923332515	lin.bas 0.001	0.001	2
1	#C6DBEF	20	3.50667038667708	lin.bas 0.001	0.001	2
1	#C6DBEF	21	3.50035961365678	lin.bas 0.001	0.001	2
1	#C6DBEF	22	3.49406684965173	lin.bas 0.001	0.001	2
1	#C6DBEF	23	3.48779203032749	lin.bas 0.001	0.001	2
1	#C6DBEF	24	3.48153509162643	lin.bas 0.001	0.001	2
1	#C6DBEF	25	3.47529596976633	lin.bas 0.001	0.001	2
1	#C6DBEF	26	3.46907460123912	lin.bas 0.001	0.001	2
1	#C6DBEF	27	3.46287092280952	lin.bas 0.001	0.001	2
1	#C6DBEF	28	3.45668487151377	lin.bas 0.001	0.001	2
1	#C6DBEF	29	3.45051638465832	lin.bas 0.001	0.001	2
1	#C6DBEF	30	3.4443653998185	lin.bas 0.001	0.001	2
1	#C6DBEF	31	3.4382318548373	lin.bas 0.001	0.001	2
1	#C6DBEF	32	3.43211568782403	lin.bas 0.001	0.001	2
1	#C6DBEF	33	3.42601683715308	lin.bas 0.001	0.001	2
1	#C6DBEF	34	3.41993524146264	lin.bas 0.001	0.001	2
1	#C6DBEF	35	3.41387083965343	lin.bas 0.001	0.001	2
1	#C6DBEF	36	3.40782357088746	lin.bas 0.001	0.001	2
1	#C6DBEF	37	3.40179337458679	lin.bas 0.001	0.001	2
1	#C6DBEF	38	3.39578019043226	lin.bas 0.001	0.001	2
1	#C6DBEF	39	3.38978395836226	lin.bas 0.001	0.001	2
1	#C6DBEF	40	3.38380461857152	lin.bas 0.001	0.001	2
1	#C6DBEF	0	10.565493787302	lin.haut 0.001	0.001	3
1	#C6DBEF	1	10.5342744218986	lin.haut 0.001	0.001	3
1	#C6DBEF	2	10.5031793318005	lin.haut 0.001	0.001	3
1	#C6DBEF	3	10.4722079454233	lin.haut 0.001	0.001	3
1	#C6DBEF	4	10.4413596940115	lin.haut 0.001	0.001	3
1	#C6DBEF	5	10.4106340116238	lin.haut 0.001	0.001	3
1	#C6DBEF	6	10.3800303351192	lin.haut 0.001	0.001	3
1	#C6DBEF	7	10.3495481041421	lin.haut 0.001	0.001	3
1	#C6DBEF	8	10.3191867611085	lin.haut 0.001	0.001	3
1	#C6DBEF	9	10.2889457511919	lin.haut 0.001	0.001	3
1	#C6DBEF	10	10.2588245223087	lin.haut 0.001	0.001	3
1	#C6DBEF	11	10.2288225251048	lin.haut 0.001	0.001	3
1	#C6DBEF	12	10.1989392129414	lin.haut 0.001	0.001	3
1	#C6DBEF	13	10.169174041881	lin.haut 0.001	0.001	3
1	#C6DBEF	14	10.1395264706737	lin.haut 0.001	0.001	3
1	#C6DBEF	15	10.1099959607439	lin.haut 0.001	0.001	3
1	#C6DBEF	16	10.0805819761758	lin.haut 0.001	0.001	3
1	#C6DBEF	17	10.0512839837006	lin.haut 0.001	0.001	3
1	#C6DBEF	18	10.0221014526826	lin.haut 0.001	0.001	3
1	#C6DBEF	19	9.99303385510587	lin.haut 0.001	0.001	3
1	#C6DBEF	20	9.96408066556092	lin.haut 0.001	0.001	3
1	#C6DBEF	21	9.93524136123126	lin.haut 0.001	0.001	3
1	#C6DBEF	22	9.90651542188029	lin.haut 0.001	0.001	3
1	#C6DBEF	23	9.87790232983811	lin.haut 0.001	0.001	3
1	#C6DBEF	24	9.84940156998842	lin.haut 0.001	0.001	3
1	#C6DBEF	25	9.82101262975548	lin.haut 0.001	0.001	3
1	#C6DBEF	26	9.79273499909118	lin.haut 0.001	0.001	3
1	#C6DBEF	27	9.76456817046212	lin.haut 0.001	0.001	3
1	#C6DBEF	28	9.73651163883679	lin.haut 0.001	0.001	3
1	#C6DBEF	29	9.70856490167283	lin.haut 0.001	0.001	3
1	#C6DBEF	30	9.68072745890431	lin.haut 0.001	0.001	3
1	#C6DBEF	31	9.65299881292914	lin.haut 0.001	0.001	3
1	#C6DBEF	32	9.62537846859645	lin.haut 0.001	0.001	3
1	#C6DBEF	33	9.59786593319415	lin.haut 0.001	0.001	3
1	#C6DBEF	34	9.57046071643645	lin.haut 0.001	0.001	3
1	#C6DBEF	35	9.54316233045154	lin.haut 0.001	0.001	3
1	#C6DBEF	36	9.51597028976924	lin.haut 0.001	0.001	3
1	#C6DBEF	37	9.48888411130878	lin.haut 0.001	0.001	3
1	#C6DBEF	38	9.46190331436663	lin.haut 0.001	0.001	3
1	#C6DBEF	39	9.43502742060437	lin.haut 0.001	0.001	3
1	#C6DBEF	40	9.40825595403664	lin.haut 0.001	0.001	3
1	#C6DBEF	0	4.34985657761719	quad. 0.001	0.001	4
1	#C6DBEF	1	4.34598958204791	quad. 0.001	0.001	4
1	#C6DBEF	2	4.34213168136077	quad. 0.001	0.001	4
1	#C6DBEF	3	4.33828285010415	quad. 0.001	0.001	4
1	#C6DBEF	4	4.3344430629155	quad. 0.001	0.001	4
1	#C6DBEF	5	4.33061229452104	quad. 0.001	0.001	4
1	#C6DBEF	6	4.32679051973529	quad. 0.001	0.001	4
1	#C6DBEF	7	4.32297771346076	quad. 0.001	0.001	4
1	#C6DBEF	8	4.31917385068757	quad. 0.001	0.001	4
1	#C6DBEF	9	4.31537890649305	quad. 0.001	0.001	4
1	#C6DBEF	10	4.31159285604139	quad. 0.001	0.001	4
1	#C6DBEF	11	4.30781567458327	quad. 0.001	0.001	4
1	#C6DBEF	12	4.30404733745552	quad. 0.001	0.001	4
1	#C6DBEF	13	4.30028782008069	quad. 0.001	0.001	4
1	#C6DBEF	14	4.29653709796676	quad. 0.001	0.001	4
1	#C6DBEF	15	4.29279514670674	quad. 0.001	0.001	4
1	#C6DBEF	16	4.28906194197831	quad. 0.001	0.001	4
1	#C6DBEF	17	4.28533745954349	quad. 0.001	0.001	4
1	#C6DBEF	18	4.28162167524826	quad. 0.001	0.001	4
1	#C6DBEF	19	4.27791456502222	quad. 0.001	0.001	4
1	#C6DBEF	20	4.27421610487821	quad. 0.001	0.001	4
1	#C6DBEF	21	4.27052627091201	quad. 0.001	0.001	4
1	#C6DBEF	22	4.26684503930195	quad. 0.001	0.001	4
1	#C6DBEF	23	4.26317238630857	quad. 0.001	0.001	4
1	#C6DBEF	24	4.2595082882743	quad. 0.001	0.001	4
1	#C6DBEF	25	4.25585272162307	quad. 0.001	0.001	4
1	#C6DBEF	26	4.25220566286002	quad. 0.001	0.001	4
1	#C6DBEF	27	4.24856708857113	quad. 0.001	0.001	4
1	#C6DBEF	28	4.24493697542286	quad. 0.001	0.001	4
1	#C6DBEF	29	4.24131530016188	quad. 0.001	0.001	4
1	#C6DBEF	30	4.23770203961466	quad. 0.001	0.001	4
1	#C6DBEF	31	4.23409717068718	quad. 0.001	0.001	4
1	#C6DBEF	32	4.2305006703646	quad. 0.001	0.001	4
1	#C6DBEF	33	4.22691251571088	quad. 0.001	0.001	4
1	#C6DBEF	34	4.22333268386852	quad. 0.001	0.001	4
1	#C6DBEF	35	4.21976115205819	quad. 0.001	0.001	4
1	#C6DBEF	36	4.21619789757839	quad. 0.001	0.001	4
1	#C6DBEF	37	4.21264289780519	quad. 0.001	0.001	4
1	#C6DBEF	38	4.20909613019182	quad. 0.001	0.001	4
1	#C6DBEF	39	4.20555757226841	quad. 0.001	0.001	4
1	#C6DBEF	40	4.20202720164167	quad. 0.001	0.001	4
1	#C6DBEF	0	10.2028555177635	sin 0.001	0.001	5
1	#C6DBEF	1	10.190192896167	sin 0.001	0.001	5
1	#C6DBEF	2	10.1775566499581	sin 0.001	0.001	5
1	#C6DBEF	3	10.1649467203181	sin 0.001	0.001	5
1	#C6DBEF	4	10.1523630485784	sin 0.001	0.001	5
1	#C6DBEF	5	10.1398055762206	sin 0.001	0.001	5
1	#C6DBEF	6	10.1272742448759	sin 0.001	0.001	5
1	#C6DBEF	7	10.1147689963243	sin 0.001	0.001	5
1	#C6DBEF	8	10.1022897724946	sin 0.001	0.001	5
1	#C6DBEF	9	10.0898365154635	sin 0.001	0.001	5
1	#C6DBEF	10	10.0774091674554	sin 0.001	0.001	5
1	#C6DBEF	11	10.0650076708421	sin 0.001	0.001	5
1	#C6DBEF	12	10.0526319681417	sin 0.001	0.001	5
1	#C6DBEF	13	10.0402820020189	sin 0.001	0.001	5
1	#C6DBEF	14	10.027957715284	sin 0.001	0.001	5
1	#C6DBEF	15	10.0156590508928	sin 0.001	0.001	5
1	#C6DBEF	16	10.0033859519457	sin 0.001	0.001	5
1	#C6DBEF	17	9.99113836168794	sin 0.001	0.001	5
1	#C6DBEF	18	9.97891622350839	sin 0.001	0.001	5
1	#C6DBEF	19	9.96671948093961	sin 0.001	0.001	5
1	#C6DBEF	20	9.95454807765722	sin 0.001	0.001	5
1	#C6DBEF	21	9.94240195747947	sin 0.001	0.001	5
1	#C6DBEF	22	9.93028106436681	sin 0.001	0.001	5
1	#C6DBEF	23	9.91818534242145	sin 0.001	0.001	5
1	#C6DBEF	24	9.90611473588689	sin 0.001	0.001	5
1	#C6DBEF	25	9.89406918914752	sin 0.001	0.001	5
1	#C6DBEF	26	9.88204864672816	sin 0.001	0.001	5
1	#C6DBEF	27	9.87005305329364	sin 0.001	0.001	5
1	#C6DBEF	28	9.85808235364835	sin 0.001	0.001	5
1	#C6DBEF	29	9.8461364927358	sin 0.001	0.001	5
1	#C6DBEF	30	9.83421541563824	sin 0.001	0.001	5
1	#C6DBEF	31	9.82231906757616	sin 0.001	0.001	5
1	#C6DBEF	32	9.81044739390791	sin 0.001	0.001	5
1	#C6DBEF	33	9.79860034012929	sin 0.001	0.001	5
1	#C6DBEF	34	9.78677785187305	sin 0.001	0.001	5
1	#C6DBEF	35	9.77497987490855	sin 0.001	0.001	5
1	#C6DBEF	36	9.7632063551413	sin 0.001	0.001	5
1	#C6DBEF	37	9.75145723861256	sin 0.001	0.001	5
1	#C6DBEF	38	9.73973247149889	sin 0.001	0.001	5
1	#C6DBEF	39	9.72803200011175	sin 0.001	0.001	5
1	#C6DBEF	40	9.71635577089713	sin 0.001	0.001	5
2	#6BAED6	0	3.2167876190031	constante 0.01	0.01	1
2	#6BAED6	1	3.16882028060149	constante 0.01	0.01	1
2	#6BAED6	2	3.12186968879722	constante 0.01	0.01	1
2	#6BAED6	3	3.07591220429976	constante 0.01	0.01	1
2	#6BAED6	4	3.03092483773402	constante 0.01	0.01	1
2	#6BAED6	5	2.9868852273786	constante 0.01	0.01	1
2	#6BAED6	6	2.94377161782947	constante 0.01	0.01	1
2	#6BAED6	7	2.90156283954552	constante 0.01	0.01	1
2	#6BAED6	8	2.86023828923497	constante 0.01	0.01	1
2	#6BAED6	9	2.81977791104353	constante 0.01	0.01	1
2	#6BAED6	10	2.78016217850707	constante 0.01	0.01	1
2	#6BAED6	11	2.74137207723342	constante 0.01	0.01	1
2	#6BAED6	12	2.70338908827983	constante 0.01	0.01	1
2	#6BAED6	13	2.66619517219399	constante 0.01	0.01	1
2	#6BAED6	14	2.6297727536883	constante 0.01	0.01	1
2	#6BAED6	15	2.59410470691851	constante 0.01	0.01	1
2	#6BAED6	16	2.55917434133912	constante 0.01	0.01	1
2	#6BAED6	17	2.52496538810965	constante 0.01	0.01	1
2	#6BAED6	18	2.49146198702669	constante 0.01	0.01	1
2	#6BAED6	19	2.45864867395813	constante 0.01	0.01	1
2	#6BAED6	20	2.42651036875725	constante 0.01	0.01	1
2	#6BAED6	21	2.39503236363496	constante 0.01	0.01	1
2	#6BAED6	22	2.36420031197012	constante 0.01	0.01	1
2	#6BAED6	23	2.33400021753834	constante 0.01	0.01	1
2	#6BAED6	24	2.30441842414099	constante 0.01	0.01	1
2	#6BAED6	25	2.27544160561663	constante 0.01	0.01	1
2	#6BAED6	26	2.24705675621847	constante 0.01	0.01	1
2	#6BAED6	27	2.21925118134163	constante 0.01	0.01	1
2	#6BAED6	28	2.19201248858523	constante 0.01	0.01	1
2	#6BAED6	29	2.16532857913488	constante 0.01	0.01	1
2	#6BAED6	30	2.13918763945175	constante 0.01	0.01	1
2	#6BAED6	31	2.11357813325519	constante 0.01	0.01	1
2	#6BAED6	32	2.08848879378645	constante 0.01	0.01	1
2	#6BAED6	33	2.06390861634157	constante 0.01	0.01	1
2	#6BAED6	34	2.03982685106219	constante 0.01	0.01	1
2	#6BAED6	35	2.01623299597344	constante 0.01	0.01	1
2	#6BAED6	36	1.99311679025867	constante 0.01	0.01	1
2	#6BAED6	37	1.9704682077612	constante 0.01	0.01	1
2	#6BAED6	38	1.94827745070383	constante 0.01	0.01	1
2	#6BAED6	39	1.92653494361706	constante 0.01	0.01	1
2	#6BAED6	40	1.90523132746764	constante 0.01	0.01	1
2	#6BAED6	0	3.63676932370551	lin.bas 0.01	0.01	2
2	#6BAED6	1	3.57035660535393	lin.bas 0.01	0.01	2
2	#6BAED6	2	3.50584799463134	lin.bas 0.01	0.01	2
2	#6BAED6	3	3.44317537227125	lin.bas 0.01	0.01	2
2	#6BAED6	4	3.38227353645146	lin.bas 0.01	0.01	2
2	#6BAED6	5	3.32308006416649	lin.bas 0.01	0.01	2
2	#6BAED6	6	3.26553517951231	lin.bas 0.01	0.01	2
2	#6BAED6	7	3.20958162853182	lin.bas 0.01	0.01	2
2	#6BAED6	8	3.15516456028748	lin.bas 0.01	0.01	2
2	#6BAED6	9	3.10223141384456	lin.bas 0.01	0.01	2
2	#6BAED6	10	3.0507318108647	lin.bas 0.01	0.01	2
2	#6BAED6	11	3.00061745352498	lin.bas 0.01	0.01	2
2	#6BAED6	12	2.95184202749204	lin.bas 0.01	0.01	2
2	#6BAED6	13	2.904361109695	lin.bas 0.01	0.01	2
2	#6BAED6	14	2.85813208065368	lin.bas 0.01	0.01	2
2	#6BAED6	15	2.81311404113138	lin.bas 0.01	0.01	2
2	#6BAED6	16	2.76926773289319	lin.bas 0.01	0.01	2
2	#6BAED6	17	2.7265554633619	lin.bas 0.01	0.01	2
2	#6BAED6	18	2.68494103397448	lin.bas 0.01	0.01	2
2	#6BAED6	19	2.64438967205188	lin.bas 0.01	0.01	2
2	#6BAED6	20	2.60486796600471	lin.bas 0.01	0.01	2
2	#6BAED6	21	2.56634380370637	lin.bas 0.01	0.01	2
2	#6BAED6	22	2.52878631387375	lin.bas 0.01	0.01	2
2	#6BAED6	23	2.49216581030376	lin.bas 0.01	0.01	2
2	#6BAED6	24	2.456453738822	lin.bas 0.01	0.01	2
2	#6BAED6	25	2.42162262680677	lin.bas 0.01	0.01	2
2	#6BAED6	26	2.38764603515891	lin.bas 0.01	0.01	2
2	#6BAED6	27	2.35449851259459	lin.bas 0.01	0.01	2
2	#6BAED6	28	2.32215555214424	lin.bas 0.01	0.01	2
2	#6BAED6	29	2.29059354974688	lin.bas 0.01	0.01	2
2	#6BAED6	30	2.25978976483483	lin.bas 0.01	0.01	2
2	#6BAED6	31	2.22972228280903	lin.bas 0.01	0.01	2
2	#6BAED6	32	2.2003699793103	lin.bas 0.01	0.01	2
2	#6BAED6	33	2.17171248619674	lin.bas 0.01	0.01	2
2	#6BAED6	34	2.14373015914197	lin.bas 0.01	0.01	2
2	#6BAED6	35	2.11640404677338	lin.bas 0.01	0.01	2
2	#6BAED6	36	2.08971586127351	lin.bas 0.01	0.01	2
2	#6BAED6	37	2.06364795037175	lin.bas 0.01	0.01	2
2	#6BAED6	38	2.03818327065709	lin.bas 0.01	0.01	2
2	#6BAED6	39	2.01330536214636	lin.bas 0.01	0.01	2
2	#6BAED6	40	1.9889983240455	lin.bas 0.01	0.01	2
2	#6BAED6	0	10.565493787302	lin.haut 0.01	0.01	3
2	#6BAED6	1	10.2561027779233	lin.haut 0.01	0.01	3
2	#6BAED6	2	9.95888288701729	lin.haut 0.01	0.01	3
2	#6BAED6	3	9.67328145399465	lin.haut 0.01	0.01	3
2	#6BAED6	4	9.39877282534847	lin.haut 0.01	0.01	3
2	#6BAED6	5	9.13485699200313	lin.haut 0.01	0.01	3
2	#6BAED6	6	8.88105829631009	lin.haut 0.01	0.01	3
2	#6BAED6	7	8.63692420511261	lin.haut 0.01	0.01	3
2	#6BAED6	8	8.40202414548582	lin.haut 0.01	0.01	3
2	#6BAED6	9	8.17594839993316	lin.haut 0.01	0.01	3
2	#6BAED6	10	7.95830705798596	lin.haut 0.01	0.01	3
2	#6BAED6	11	7.74872902130989	lin.haut 0.01	0.01	3
2	#6BAED6	12	7.5468610595714	lin.haut 0.01	0.01	3
2	#6BAED6	13	7.35236691445813	lin.haut 0.01	0.01	3
2	#6BAED6	14	7.16492644938179	lin.haut 0.01	0.01	3
2	#6BAED6	15	6.98423484251909	lin.haut 0.01	0.01	3
2	#6BAED6	16	6.81000182096663	lin.haut 0.01	0.01	3
2	#6BAED6	17	6.64195093390058	lin.haut 0.01	0.01	3
2	#6BAED6	18	6.47981886274007	lin.haut 0.01	0.01	3
2	#6BAED6	19	6.32335476641631	lin.haut 0.01	0.01	3
2	#6BAED6	20	6.17231965994715	lin.haut 0.01	0.01	3
2	#6BAED6	21	6.02648582460938	lin.haut 0.01	0.01	3
2	#6BAED6	22	5.88563624808865	lin.haut 0.01	0.01	3
2	#6BAED6	23	5.74956409307072	lin.haut 0.01	0.01	3
2	#6BAED6	24	5.61807219281618	lin.haut 0.01	0.01	3
2	#6BAED6	25	5.49097257233618	lin.haut 0.01	0.01	3
2	#6BAED6	26	5.36808599385766	lin.haut 0.01	0.01	3
2	#6BAED6	27	5.24924152533387	lin.haut 0.01	0.01	3
2	#6BAED6	28	5.13427613082016	lin.haut 0.01	0.01	3
2	#6BAED6	29	5.02303428159553	lin.haut 0.01	0.01	3
2	#6BAED6	30	4.91536758696801	lin.haut 0.01	0.01	3
2	#6BAED6	31	4.81113444375661	lin.haut 0.01	0.01	3
2	#6BAED6	32	4.71019970349413	lin.haut 0.01	0.01	3
2	#6BAED6	33	4.61243435644462	lin.haut 0.01	0.01	3
2	#6BAED6	34	4.51771523157529	lin.haut 0.01	0.01	3
2	#6BAED6	35	4.42592471166747	lin.haut 0.01	0.01	3
2	#6BAED6	36	4.33695046279272	lin.haut 0.01	0.01	3
2	#6BAED6	37	4.25068517741992	lin.haut 0.01	0.01	3
2	#6BAED6	38	4.16702633045729	lin.haut 0.01	0.01	3
2	#6BAED6	39	4.08587594756851	lin.haut 0.01	0.01	3
2	#6BAED6	40	4.0071403851364	lin.haut 0.01	0.01	3
2	#6BAED6	0	4.34985657761719	quad. 0.01	0.01	4
2	#6BAED6	1	4.31139154373172	quad. 0.01	0.01	4
2	#6BAED6	2	4.27382457002578	quad. 0.01	0.01	4
2	#6BAED6	3	4.23713080182563	quad. 0.01	0.01	4
2	#6BAED6	4	4.20128624189502	quad. 0.01	0.01	4
2	#6BAED6	5	4.16626771461589	quad. 0.01	0.01	4
2	#6BAED6	6	4.13205283184963	quad. 0.01	0.01	4
2	#6BAED6	7	4.09861996039546	quad. 0.01	0.01	4
2	#6BAED6	8	4.06594819096695	quad. 0.01	0.01	4
2	#6BAED6	9	4.03401730861159	quad. 0.01	0.01	4
2	#6BAED6	10	4.00280776450199	quad. 0.01	0.01	4
2	#6BAED6	11	3.97230064903119	quad. 0.01	0.01	4
2	#6BAED6	12	3.94247766614771	quad. 0.01	0.01	4
2	#6BAED6	13	3.91332110886947	quad. 0.01	0.01	4
2	#6BAED6	14	3.88481383591859	quad. 0.01	0.01	4
2	#6BAED6	15	3.85693924942207	quad. 0.01	0.01	4
2	#6BAED6	16	3.82968127362627	quad. 0.01	0.01	4
2	#6BAED6	17	3.80302433457547	quad. 0.01	0.01	4
2	#6BAED6	18	3.77695334070759	quad. 0.01	0.01	4
2	#6BAED6	19	3.75145366432228	quad. 0.01	0.01	4
2	#6BAED6	20	3.72651112387897	quad. 0.01	0.01	4
2	#6BAED6	21	3.70211196708464	quad. 0.01	0.01	4
2	#6BAED6	22	3.67824285473294	quad. 0.01	0.01	4
2	#6BAED6	23	3.65489084525835	quad. 0.01	0.01	4
2	#6BAED6	24	3.63204337997092	quad. 0.01	0.01	4
2	#6BAED6	25	3.60968826893872	quad. 0.01	0.01	4
2	#6BAED6	26	3.58781367748685	quad. 0.01	0.01	4
2	#6BAED6	27	3.56640811328355	quad. 0.01	0.01	4
2	#6BAED6	28	3.54546041398511	quad. 0.01	0.01	4
2	#6BAED6	29	3.52495973541311	quad. 0.01	0.01	4
2	#6BAED6	30	3.5048955402384	quad. 0.01	0.01	4
2	#6BAED6	31	3.48525758714795	quad. 0.01	0.01	4
2	#6BAED6	32	3.46603592047144	quad. 0.01	0.01	4
2	#6BAED6	33	3.44722086024605	quad. 0.01	0.01	4
2	#6BAED6	34	3.42880299269869	quad. 0.01	0.01	4
2	#6BAED6	35	3.41077316112593	quad. 0.01	0.01	4
2	#6BAED6	36	3.39312245715317	quad. 0.01	0.01	4
2	#6BAED6	37	3.37584221235513	quad. 0.01	0.01	4
2	#6BAED6	38	3.35892399022088	quad. 0.01	0.01	4
2	#6BAED6	39	3.34235957844733	quad. 0.01	0.01	4
2	#6BAED6	40	3.32614098154605	quad. 0.01	0.01	4
2	#6BAED6	0	10.2028555177635	sin 0.01	0.01	5
2	#6BAED6	1	10.0768234107929	sin 0.01	0.01	5
2	#6BAED6	2	9.95340241658783	sin 0.01	0.01	5
2	#6BAED6	3	9.83253472625646	sin 0.01	0.01	5
2	#6BAED6	4	9.71416399325124	sin 0.01	0.01	5
2	#6BAED6	5	9.59823528798297	sin 0.01	0.01	5
2	#6BAED6	6	9.48469505418168	sin 0.01	0.01	5
2	#6BAED6	7	9.37349106692569	sin 0.01	0.01	5
2	#6BAED6	8	9.26457239226445	sin 0.01	0.01	5
2	#6BAED6	9	9.15788934836421	sin 0.01	0.01	5
2	#6BAED6	10	9.05339346810913	sin 0.01	0.01	5
2	#6BAED6	11	8.95103746309354	sin 0.01	0.01	5
2	#6BAED6	12	8.85077518894438	sin 0.01	0.01	5
2	#6BAED6	13	8.75256161191559	sin 0.01	0.01	5
2	#6BAED6	14	8.65635277669899	sin 0.01	0.01	5
2	#6BAED6	15	8.56210577539916	sin 0.01	0.01	5
2	#6BAED6	16	8.46977871762187	sin 0.01	0.01	5
2	#6BAED6	17	8.37933070162847	sin 0.01	0.01	5
2	#6BAED6	18	8.29072178651056	sin 0.01	0.01	5
2	#6BAED6	19	8.20391296534165	sin 0.01	0.01	5
2	#6BAED6	20	8.11886613926446	sin 0.01	0.01	5
2	#6BAED6	21	8.0355440924745	sin 0.01	0.01	5
2	#6BAED6	22	7.95391046806248	sin 0.01	0.01	5
2	#6BAED6	23	7.87392974467965	sin 0.01	0.01	5
2	#6BAED6	24	7.79556721399221	sin 0.01	0.01	5
2	#6BAED6	25	7.71878895889203	sin 0.01	0.01	5
2	#6BAED6	26	7.64356183243304	sin 0.01	0.01	5
2	#6BAED6	27	7.56985343746343	sin 0.01	0.01	5
2	#6BAED6	28	7.49763210692571	sin 0.01	0.01	5
2	#6BAED6	29	7.42686688479771	sin 0.01	0.01	5
2	#6BAED6	30	7.35752750764883	sin 0.01	0.01	5
2	#6BAED6	31	7.28958438678714	sin 0.01	0.01	5
2	#6BAED6	32	7.22300859097396	sin 0.01	0.01	5
2	#6BAED6	33	7.15777182968368	sin 0.01	0.01	5
2	#6BAED6	34	7.09384643688753	sin 0.01	0.01	5
2	#6BAED6	35	7.03120535534093	sin 0.01	0.01	5
2	#6BAED6	36	6.96982212135518	sin 0.01	0.01	5
2	#6BAED6	37	6.90967085003479	sin 0.01	0.01	5
2	#6BAED6	38	6.85072622096288	sin 0.01	0.01	5
2	#6BAED6	39	6.79296346431772	sin 0.01	0.01	5
2	#6BAED6	40	6.73635834740419	sin 0.01	0.01	5
3	#2171B5	0	3.2167876190031	constante 0.1	0.1	1
