group	colour	x	y	clickSelects	showSelected1	PANEL
3	#2171B5	1	2.76026165827874	constante 0.1	0.1	1
3	#2171B5	2	2.3949639373209	constante 0.1	0.1	1
3	#2171B5	3	2.10137781588509	constante 0.1	0.1	1
3	#2171B5	4	1.86471348753184	constante 0.1	0.1	1
3	#2171B5	5	1.67354222581898	constante 0.1	0.1	1
3	#2171B5	6	1.51890341402001	constante 0.1	0.1	1
3	#2171B5	7	1.39369751290353	constante 0.1	0.1	1
3	#2171B5	8	1.29225770124639	constante 0.1	0.1	1
3	#2171B5	9	1.21003736540495	constante 0.1	0.1	1
3	#2171B5	10	1.14337568309043	constante 0.1	0.1	1
3	#2171B5	11	1.08931788595634	constante 0.1	0.1	1
3	#2171B5	12	1.04547514374025	constante 0.1	0.1	1
3	#2171B5	13	1.0099140051954	constante 0.1	0.1	1
3	#2171B5	14	0.981068404920464	constante 0.1	0.1	1
3	#2171B5	15	0.957669205815568	constante 0.1	0.1	1
3	#2171B5	16	0.938687546390661	constante 0.1	0.1	1
3	#2171B5	17	0.923289157453185	constante 0.1	0.1	1
3	#2171B5	18	0.910797452245146	constante 0.1	0.1	1
3	#2171B5	19	0.900663665553015	constante 0.1	0.1	1
3	#2171B5	20	0.892442673913201	constante 0.1	0.1	1
3	#2171B5	21	0.885773404203757	constante 0.1	0.1	1
3	#2171B5	22	0.880362953431975	constante 0.1	0.1	1
3	#2171B5	23	0.875973713157326	constante 0.1	0.1	1
3	#2171B5	24	0.872412928114253	constante 0.1	0.1	1
3	#2171B5	25	0.869524227775988	constante 0.1	0.1	1
3	#2171B5	26	0.867180757485281	constante 0.1	0.1	1
3	#2171B5	27	0.865279606700497	constante 0.1	0.1	1
3	#2171B5	28	0.863737289237545	constante 0.1	0.1	1
3	#2171B5	29	0.862486076787355	constante 0.1	0.1	1
3	#2171B5	30	0.861471024569338	constante 0.1	0.1	1
3	#2171B5	31	0.860647558435558	constante 0.1	0.1	1
3	#2171B5	32	0.859979517428362	constante 0.1	0.1	1
3	#2171B5	33	0.859437565812589	constante 0.1	0.1	1
3	#2171B5	34	0.858997904838083	constante 0.1	0.1	1
3	#2171B5	35	0.858641227655634	constante 0.1	0.1	1
3	#2171B5	36	0.858351871490062	constante 0.1	0.1	1
3	#2171B5	37	0.858117129837862	constante 0.1	0.1	1
3	#2171B5	38	0.857926694484895	constante 0.1	0.1	1
3	#2171B5	39	0.857772202840873	constante 0.1	0.1	1
3	#2171B5	40	0.857646870712415	constante 0.1	0.1	1
3	#2171B5	0	3.63676932370551	lin.bas 0.1	0.1	2
3	#2171B5	1	3.01627212575969	lin.bas 0.1	0.1	2
3	#2171B5	2	2.5564057318841	lin.bas 0.1	0.1	2
3	#2171B5	3	2.20709644719707	lin.bas 0.1	0.1	2
3	#2171B5	4	1.93669051788071	lin.bas 0.1	0.1	2
3	#2171B5	5	1.72440571717073	lin.bas 0.1	0.1	2
3	#2171B5	6	1.5560561892492	lin.bas 0.1	0.1	2
3	#2171B5	7	1.4215935237031	lin.bas 0.1	0.1	2
3	#2171B5	8	1.31366303608609	lin.bas 0.1	0.1	2
3	#2171B5	9	1.22673344703955	lin.bas 0.1	0.1	2
3	#2171B5	10	1.15655512640855	lin.bas 0.1	0.1	2
3	#2171B5	11	1.09981029839154	lin.bas 0.1	0.1	2
3	#2171B5	12	1.05387824976061	lin.bas 0.1	0.1	2
3	#2171B5	13	1.01667159796553	lin.bas 0.1	0.1	2
3	#2171B5	14	0.986518065348834	lin.bas 0.1	0.1	2
3	#2171B5	15	0.962072541006652	lin.bas 0.1	0.1	2
3	#2171B5	16	0.942250093931081	lin.bas 0.1	0.1	2
3	#2171B5	17	0.926174006581867	lin.bas 0.1	0.1	2
3	#2171B5	18	0.913134914722306	lin.bas 0.1	0.1	2
3	#2171B5	19	0.902558368050193	lin.bas 0.1	0.1	2
3	#2171B5	20	0.893978900522803	lin.bas 0.1	0.1	2
3	#2171B5	21	0.887019206042714	lin.bas 0.1	0.1	2
3	#2171B5	22	0.8813733599807	lin.bas 0.1	0.1	2
3	#2171B5	23	0.876793270535131	lin.bas 0.1	0.1	2
3	#2171B5	24	0.873077721718495	lin.bas 0.1	0.1	2
3	#2171B5	25	0.870063503201882	lin.bas 0.1	0.1	2
3	#2171B5	26	0.867618224608887	lin.bas 0.1	0.1	2
3	#2171B5	27	0.865634491673119	lin.bas 0.1	0.1	2
3	#2171B5	28	0.864025184673002	lin.bas 0.1	0.1	2
3	#2171B5	29	0.862719629707001	lin.bas 0.1	0.1	2
3	#2171B5	30	0.861660493532478	lin.bas 0.1	0.1	2
3	#2171B5	31	0.86080126498553	lin.bas 0.1	0.1	2
3	#2171B5	32	0.86010421204173	lin.bas 0.1	0.1	2
3	#2171B5	33	0.859538724619642	lin.bas 0.1	0.1	2
3	#2171B5	34	0.859079970252754	lin.bas 0.1	0.1	2
3	#2171B5	35	0.858707803540756	lin.bas 0.1	0.1	2
3	#2171B5	36	0.858405881460499	lin.bas 0.1	0.1	2
3	#2171B5	37	0.858160945670717	lin.bas 0.1	0.1	2
3	#2171B5	38	0.857962240285294	lin.bas 0.1	0.1	2
3	#2171B5	39	0.857801039542808	lin.bas 0.1	0.1	2
3	#2171B5	40	0.857670264628196	lin.bas 0.1	0.1	2
3	#2171B5	0	10.565493787302	lin.haut 0.1	0.1	3
3	#2171B5	1	7.7518481590476	lin.haut 0.1	0.1	3
3	#2171B5	2	5.9147362155699	lin.haut 0.1	0.1	3
3	#2171B5	3	4.66760194978853	lin.haut 0.1	0.1	3
3	#2171B5	4	3.78866498947435	lin.haut 0.1	0.1	3
3	#2171B5	5	3.14813682304874	lin.haut 0.1	0.1	3
3	#2171B5	6	2.66809837599878	lin.haut 0.1	0.1	3
3	#2171B5	7	2.30028305549524	lin.haut 0.1	0.1	3
3	#2171B5	8	2.01369481050757	lin.haut 0.1	0.1	3
3	#2171B5	9	1.78764362976336	lin.haut 0.1	0.1	3
3	#2171B5	10	1.60777748687574	lin.haut 0.1	0.1	3
3	#2171B5	11	1.4637815868892	lin.haut 0.1	0.1	3
3	#2171B5	12	1.34801329680926	lin.haut 0.1	0.1	3
3	#2171B5	13	1.2546685107438	lin.haut 0.1	0.1	3
3	#2171B5	14	1.17925484841813	lin.haut 0.1	0.1	3
3	#2171B5	15	1.11824590721959	lin.haut 0.1	0.1	3
3	#2171B5	16	1.0688453390297	lin.haut 0.1	0.1	3
3	#2171B5	17	1.02881979015106	lin.haut 0.1	0.1	3
3	#2171B5	18	0.996376659457585	lin.haut 0.1	0.1	3
3	#2171B5	19	0.970072183618594	lin.haut 0.1	0.1	3
3	#2171B5	20	0.948740831821096	lin.haut 0.1	0.1	3
3	#2171B5	21	0.931440189651113	lin.haut 0.1	0.1	3
3	#2171B5	22	0.917407426756411	lin.haut 0.1	0.1	3
3	#2171B5	23	0.906024625796227	lin.haut 0.1	0.1	3
3	#2171B5	24	0.896791007431424	lin.haut 0.1	0.1	3
3	#2171B5	25	0.889300589932606	lin.haut 0.1	0.1	3
3	#2171B5	26	0.88322417038098	lin.haut 0.1	0.1	3
3	#2171B5	27	0.878294764133765	lin.haut 0.1	0.1	3
3	#2171B5	28	0.874295823807166	lin.haut 0.1	0.1	3
3	#2171B5	29	0.871051698951499	lin.haut 0.1	0.1	3
3	#2171B5	30	0.868419905742805	lin.haut 0.1	0.1	3
3	#2171B5	31	0.866284860824448	lin.haut 0.1	0.1	3
3	#2171B5	32	0.864552800635441	lin.haut 0.1	0.1	3
3	#2171B5	33	0.863147661208298	lin.haut 0.1	0.1	3
3	#2171B5	34	0.862007736463279	lin.haut 0.1	0.1	3
3	#2171B5	35	0.861082967685363	lin.haut 0.1	0.1	3
3	#2171B5	36	0.860332744845889	lin.haut 0.1	0.1	3
3	#2171B5	37	0.859724123048568	lin.haut 0.1	0.1	3
3	#2171B5	38	0.859230375685952	lin.haut 0.1	0.1	3
3	#2171B5	39	0.858829820720529	lin.haut 0.1	0.1	3
3	#2171B5	40	0.858504868521293	lin.haut 0.1	0.1	3
3	#2171B5	0	4.34985657761719	quad. 0.1	0.1	4
3	#2171B5	1	3.98569841949305	quad. 0.1	0.1	4
3	#2171B5	2	3.70041653254359	quad. 0.1	0.1	4
3	#2171B5	3	3.47451847438871	quad. 0.1	0.1	4
3	#2171B5	4	3.29428150422283	quad. 0.1	0.1	4
3	#2171B5	5	3.14971446742356	quad. 0.1	0.1	4
3	#2171B5	6	3.03333525264066	quad. 0.1	0.1	4
3	#2171B5	7	2.93941426687789	quad. 0.1	0.1	4
3	#2171B5	8	2.8634891600364	quad. 0.1	0.1	4
3	#2171B5	9	2.80204128268953	quad. 0.1	0.1	4
3	#2171B5	10	2.75227150788834	quad. 0.1	0.1	4
3	#2171B5	11	2.71193927603091	quad. 0.1	0.1	4
3	#2171B5	12	2.67924343656362	quad. 0.1	0.1	4
3	#2171B5	13	2.65273181419771	quad. 0.1	0.1	4
3	#2171B5	14	2.63123124786194	quad. 0.1	0.1	4
3	#2171B5	15	2.61379269296506	quad. 0.1	0.1	4
3	#2171B5	16	2.59964770009571	quad. 0.1	0.1	4
3	#2171B5	17	2.58817366222007	quad. 0.1	0.1	4
3	#2171B5	18	2.57886592382373	quad. 0.1	0.1	4
3	#2171B5	19	2.5713153194954	quad. 0.1	0.1	4
3	#2171B5	20	2.56519004218105	quad. 0.1	0.1	4
3	#2171B5	21	2.56022098295877	quad. 0.1	0.1	4
3	#2171B5	22	2.55618986474542	quad. 0.1	0.1	4
3	#2171B5	23	2.55291963038744	quad. 0.1	0.1	4
3	#2171B5	24	2.55026665296702	quad. 0.1	0.1	4
3	#2171B5	25	2.5481144207504	quad. 0.1	0.1	4
3	#2171B5	26	2.54636841646002	quad. 0.1	0.1	4
3	#2171B5	27	2.54495196436305	quad. 0.1	0.1	4
3	#2171B5	28	2.54380286191328	quad. 0.1	0.1	4
3	#2171B5	29	2.54287064754264	quad. 0.1	0.1	4
3	#2171B5	30	2.54211438435559	quad. 0.1	0.1	4
3	#2171B5	31	2.54150086225597	quad. 0.1	0.1	4
3	#2171B5	32	2.54100313947659	quad. 0.1	0.1	4
3	#2171B5	33	2.54059935942234	quad. 0.1	0.1	4
3	#2171B5	34	2.54027179084698	quad. 0.1	0.1	4
3	#2171B5	35	2.54000604920209	quad. 0.1	0.1	4
3	#2171B5	36	2.53979046495801	quad. 0.1	0.1	4
3	#2171B5	37	2.53961557115412	quad. 0.1	0.1	4
3	#2171B5	38	2.53947368767308	quad. 0.1	0.1	4
3	#2171B5	39	2.53935858398213	quad. 0.1	0.1	4
3	#2171B5	40	2.53926520553069	quad. 0.1	0.1	4
3	#2171B5	0	10.2028555177635	sin 0.1	0.1	5
3	#2171B5	1	9.00194534748414	sin 0.1	0.1	5
3	#2171B5	2	8.03656095766757	sin 0.1	0.1	5
3	#2171B5	3	7.25822566242321	sin 0.1	0.1	5
3	#2171B5	4	6.6294386308737	sin 0.1	0.1	5
3	#2171B5	5	6.12077420613116	sin 0.1	0.1	5
3	#2171B5	6	5.70890509125192	sin 0.1	0.1	5
3	#2171B5	7	5.37520415484772	sin 0.1	0.1	5
3	#2171B5	8	5.10472234703585	sin 0.1	0.1	5
3	#2171B5	9	4.88542079533173	sin 0.1	0.1	5
3	#2171B5	10	4.7075812907797	sin 0.1	0.1	5
3	#2171B5	11	4.5633463070733	sin 0.1	0.1	5
3	#2171B5	12	4.44635581172625	sin 0.1	0.1	5
3	#2171B5	13	4.35145807264183	sin 0.1	0.1	5
3	#2171B5	14	4.27447802168801	sin 0.1	0.1	5
3	#2171B5	15	4.21203096187556	sin 0.1	0.1	5
3	#2171B5	16	4.16137232275482	sin 0.1	0.1	5
3	#2171B5	17	4.12027625769885	sin 0.1	0.1	5
3	#2171B5	18	4.08693741959115	sin 0.1	0.1	5
3	#2171B5	19	4.05989142014148	sin 0.1	0.1	5
3	#2171B5	20	4.03795038088478	sin 0.1	0.1	5
3	#2171B5	21	4.0201506916181	sin 0.1	0.1	5
3	#2171B5	22	4.00571065265497	sin 0.1	0.1	5
3	#2171B5	23	3.99399612471365	sin 0.1	0.1	5
3	#2171B5	24	3.98449266921705	sin 0.1	0.1	5
3	#2171B5	25	3.97678295079314	sin 0.1	0.1	5
3	#2171B5	26	3.97052840702629	sin 0.1	0.1	5
3	#2171B5	27	3.96545437909011	sin 0.1	0.1	5
3	#2171B5	28	3.96133804952027	sin 0.1	0.1	5
3	#2171B5	29	3.95799865701138	sin 0.1	0.1	5
3	#2171B5	30	3.95528955830694	sin 0.1	0.1	5
3	#2171B5	31	3.95309178846865	sin 0.1	0.1	5
3	#2171B5	32	3.95130883666758	sin 0.1	0.1	5
3	#2171B5	33	3.94986240804842	sin 0.1	0.1	5
3	#2171B5	34	3.94868898553697	sin 0.1	0.1	5
3	#2171B5	35	3.94773704059798	sin 0.1	0.1	5
3	#2171B5	36	3.94696477045327	sin 0.1	0.1	5
3	#2171B5	37	3.94633826239111	sin 0.1	0.1	5
3	#2171B5	38	3.9458300045544	sin 0.1	0.1	5
3	#2171B5	39	3.94541767781084	sin 0.1	0.1	5
3	#2171B5	40	3.9450831756519	sin 0.1	0.1	5
4	#08306B	0	3.2167876190031	constante 1	1	1
4	#08306B	1	0.966270340933756	constante 1	1	1
4	#08306B	2	1.14004065231896	constante 1	1	1
4	#08306B	3	1.59118515445383	constante 1	1	1
4	#08306B	4	2.76169341873986	constante 1	1	1
4	#08306B	5	3.33474465641764	constante 1	1	1
4	#08306B	6	3.33474465641764	constante 1	1	1
4	#08306B	7	3.33474465641764	constante 1	1	1
4	#08306B	8	3.33474465641764	constante 1	1	1
4	#08306B	9	3.33474465641764	constante 1	1	1
4	#08306B	10	3.33474465641764	constante 1	1	1
4	#08306B	11	3.33474465641764	constante 1	1	1
4	#08306B	12	3.33474465641764	constante 1	1	1
4	#08306B	13	3.33474465641764	constante 1	1	1
4	#08306B	14	3.33474465641764	constante 1	1	1
4	#08306B	15	3.33474465641764	constante 1	1	1
4	#08306B	16	3.33474465641764	constante 1	1	1
4	#08306B	17	3.33474465641764	constante 1	1	1
4	#08306B	18	3.33474465641764	constante 1	1	1
4	#08306B	19	3.33474465641764	constante 1	1	1
4	#08306B	20	3.33474465641764	constante 1	1	1
4	#08306B	21	3.33474465641764	constante 1	1	1
4	#08306B	22	3.33474465641764	constante 1	1	1
4	#08306B	23	3.33474465641764	constante 1	1	1
4	#08306B	24	3.33474465641764	constante 1	1	1
4	#08306B	25	3.33474465641764	constante 1	1	1
4	#08306B	26	3.33474465641764	constante 1	1	1
4	#08306B	27	3.33474465641764	constante 1	1	1
4	#08306B	28	3.33474465641764	constante 1	1	1
4	#08306B	29	3.33474465641764	constante 1	1	1
4	#08306B	30	3.33474465641764	constante 1	1	1
4	#08306B	31	3.33474465641764	constante 1	1	1
4	#08306B	32	3.33474465641764	constante 1	1	1
4	#08306B	33	3.33474465641764	constante 1	1	1
4	#08306B	34	3.33474465641764	constante 1	1	1
4	#08306B	35	3.33474465641764	constante 1	1	1
4	#08306B	36	3.33474465641764	constante 1	1	1
4	#08306B	37	3.33474465641764	constante 1	1	1
4	#08306B	38	3.33474465641764	constante 1	1	1
4	#08306B	39	3.33474465641764	constante 1	1	1
4	#08306B	40	3.33474465641764	constante 1	1	1
4	#08306B	0	3.63676932370551	lin.bas 1	1	2
4	#08306B	1	1.79479590125106	lin.bas 1	1	2
4	#08306B	2	3.28966294887148	lin.bas 1	1	2
4	#08306B	3	3.77572427665938	lin.bas 1	1	2
4	#08306B	4	3.77572427665938	lin.bas 1	1	2
4	#08306B	5	3.77572427665938	lin.bas 1	1	2
4	#08306B	6	3.77572427665938	lin.bas 1	1	2
4	#08306B	7	3.77572427665938	lin.bas 1	1	2
4	#08306B	8	3.77572427665938	lin.bas 1	1	2
4	#08306B	9	3.77572427665938	lin.bas 1	1	2
4	#08306B	10	3.77572427665938	lin.bas 1	1	2
4	#08306B	11	3.77572427665938	lin.bas 1	1	2
4	#08306B	12	3.77572427665938	lin.bas 1	1	2
4	#08306B	13	3.77572427665938	lin.bas 1	1	2
4	#08306B	14	3.77572427665938	lin.bas 1	1	2
4	#08306B	15	3.77572427665938	lin.bas 1	1	2
4	#08306B	16	3.77572427665938	lin.bas 1	1	2
4	#08306B	17	3.77572427665938	lin.bas 1	1	2
4	#08306B	18	3.77572427665938	lin.bas 1	1	2
4	#08306B	19	3.77572427665938	lin.bas 1	1	2
4	#08306B	20	3.77572427665938	lin.bas 1	1	2
4	#08306B	21	3.77572427665938	lin.bas 1	1	2
4	#08306B	22	3.77572427665938	lin.bas 1	1	2
4	#08306B	23	3.77572427665938	lin.bas 1	1	2
4	#08306B	24	3.77572427665938	lin.bas 1	1	2
4	#08306B	25	3.77572427665938	lin.bas 1	1	2
4	#08306B	26	3.77572427665938	lin.bas 1	1	2
4	#08306B	27	3.77572427665938	lin.bas 1	1	2
4	#08306B	28	3.77572427665938	lin.bas 1	1	2
4	#08306B	29	3.77572427665938	lin.bas 1	1	2
4	#08306B	30	3.77572427665938	lin.bas 1	1	2
4	#08306B	31	3.77572427665938	lin.bas 1	1	2
4	#08306B	32	3.77572427665938	lin.bas 1	1	2
4	#08306B	33	3.77572427665938	lin.bas 1	1	2
4	#08306B	34	3.77572427665938	lin.bas 1	1	2
4	#08306B	35	3.77572427665938	lin.bas 1	1	2
4	#08306B	36	3.77572427665938	lin.bas 1	1	2
4	#08306B	37	3.77572427665938	lin.bas 1	1	2
4	#08306B	38	3.77572427665938	lin.bas 1	1	2
4	#08306B	39	3.77572427665938	lin.bas 1	1	2
4	#08306B	40	3.77572427665938	lin.bas 1	1	2
4	#08306B	0	10.565493787302	lin.haut 1	1	3
4	#08306B	1	10.4554840579621	lin.haut 1	1	3
4	#08306B	2	11.050843233241	lin.haut 1	1	3
4	#08306B	3	11.050843233241	lin.haut 1	1	3
4	#08306B	4	11.050843233241	lin.haut 1	1	3
4	#08306B	5	11.050843233241	lin.haut 1	1	3
4	#08306B	6	11.050843233241	lin.haut 1	1	3
4	#08306B	7	11.050843233241	lin.haut 1	1	3
4	#08306B	8	11.050843233241	lin.haut 1	1	3
4	#08306B	9	11.050843233241	lin.haut 1	1	3
4	#08306B	10	11.050843233241	lin.haut 1	1	3
4	#08306B	11	11.050843233241	lin.haut 1	1	3
4	#08306B	12	11.050843233241	lin.haut 1	1	3
4	#08306B	13	11.050843233241	lin.haut 1	1	3
4	#08306B	14	11.050843233241	lin.haut 1	1	3
4	#08306B	15	11.050843233241	lin.haut 1	1	3
4	#08306B	16	11.050843233241	lin.haut 1	1	3
4	#08306B	17	11.050843233241	lin.haut 1	1	3
4	#08306B	18	11.050843233241	lin.haut 1	1	3
4	#08306B	19	11.050843233241	lin.haut 1	1	3
4	#08306B	20	11.050843233241	lin.haut 1	1	3
4	#08306B	21	11.050843233241	lin.haut 1	1	3
4	#08306B	22	11.050843233241	lin.haut 1	1	3
4	#08306B	23	11.050843233241	lin.haut 1	1	3
4	#08306B	24	11.050843233241	lin.haut 1	1	3
4	#08306B	25	11.050843233241	lin.haut 1	1	3
4	#08306B	26	11.050843233241	lin.haut 1	1	3
4	#08306B	27	11.050843233241	lin.haut 1	1	3
4	#08306B	28	11.050843233241	lin.haut 1	1	3
4	#08306B	29	11.050843233241	lin.haut 1	1	3
4	#08306B	30	11.050843233241	lin.haut 1	1	3
4	#08306B	31	11.050843233241	lin.haut 1	1	3
4	#08306B	32	11.050843233241	lin.haut 1	1	3
4	#08306B	33	11.050843233241	lin.haut 1	1	3
4	#08306B	34	11.050843233241	lin.haut 1	1	3
4	#08306B	35	11.050843233241	lin.haut 1	1	3
4	#08306B	36	11.050843233241	lin.haut 1	1	3
4	#08306B	37	11.050843233241	lin.haut 1	1	3
4	#08306B	38	11.050843233241	lin.haut 1	1	3
4	#08306B	39	11.050843233241	lin.haut 1	1	3
4	#08306B	40	11.050843233241	lin.haut 1	1	3
4	#08306B	0	4.34985657761719	quad. 1	1	4
4	#08306B	1	2.75749306943605	quad. 1	1	4
4	#08306B	2	3.1058864277031	quad. 1	1	4
4	#08306B	3	4.01002131056553	quad. 1	1	4
4	#08306B	4	6.35582700996271	quad. 1	1	4
4	#08306B	5	6.54665510018431	quad. 1	1	4
4	#08306B	6	6.54665510018431	quad. 1	1	4
4	#08306B	7	6.54665510018431	quad. 1	1	4
4	#08306B	8	6.54665510018431	quad. 1	1	4
4	#08306B	9	6.54665510018431	quad. 1	1	4
4	#08306B	10	6.54665510018431	quad. 1	1	4
4	#08306B	11	6.54665510018431	quad. 1	1	4
4	#08306B	12	6.54665510018431	quad. 1	1	4
4	#08306B	13	6.54665510018431	quad. 1	1	4
4	#08306B	14	6.54665510018431	quad. 1	1	4
4	#08306B	15	6.54665510018431	quad. 1	1	4
4	#08306B	16	6.54665510018431	quad. 1	1	4
4	#08306B	17	6.54665510018431	quad. 1	1	4
4	#08306B	18	6.54665510018431	quad. 1	1	4
4	#08306B	19	6.54665510018431	quad. 1	1	4
4	#08306B	20	6.54665510018431	quad. 1	1	4
4	#08306B	21	6.54665510018431	quad. 1	1	4
4	#08306B	22	6.54665510018431	quad. 1	1	4
4	#08306B	23	6.54665510018431	quad. 1	1	4
4	#08306B	24	6.54665510018431	quad. 1	1	4
4	#08306B	25	6.54665510018431	quad. 1	1	4
4	#08306B	26	6.54665510018431	quad. 1	1	4
4	#08306B	27	6.54665510018431	quad. 1	1	4
4	#08306B	28	6.54665510018431	quad. 1	1	4
4	#08306B	29	6.54665510018431	quad. 1	1	4
4	#08306B	30	6.54665510018431	quad. 1	1	4
4	#08306B	31	6.54665510018431	quad. 1	1	4
4	#08306B	32	6.54665510018431	quad. 1	1	4
4	#08306B	33	6.54665510018431	quad. 1	1	4
4	#08306B	34	6.54665510018431	quad. 1	1	4
4	#08306B	35	6.54665510018431	quad. 1	1	4
4	#08306B	36	6.54665510018431	quad. 1	1	4
4	#08306B	37	6.54665510018431	quad. 1	1	4
4	#08306B	38	6.54665510018431	quad. 1	1	4
4	#08306B	39	6.54665510018431	quad. 1	1	4
4	#08306B	40	6.54665510018431	quad. 1	1	4
4	#08306B	0	10.2028555177635	sin 1	1	5
4	#08306B	1	4.13484375755082	sin 1	1	5
4	#08306B	2	4.43893572308197	sin 1	1	5
4	#08306B	3	5.22869124566947	sin 1	1	5
4	#08306B	4	7.2777362134323	sin 1	1	5
4	#08306B	5	12.5940462387908	sin 1	1	5
4	#08306B	6	13.0264943919477	sin 1	1	5
4	#08306B	7	13.0264943919477	sin 1	1	5
4	#08306B	8	13.0264943919477	sin 1	1	5
4	#08306B	9	13.0264943919477	sin 1	1	5
4	#08306B	10	13.0264943919477	sin 1	1	5
4	#08306B	11	13.0264943919477	sin 1	1	5
4	#08306B	12	13.0264943919477	sin 1	1	5
4	#08306B	13	13.0264943919477	sin 1	1	5
4	#08306B	14	13.0264943919477	sin 1	1	5
4	#08306B	15	13.0264943919477	sin 1	1	5
4	#08306B	16	13.0264943919477	sin 1	1	5
4	#08306B	17	13.0264943919477	sin 1	1	5
4	#08306B	18	13.0264943919477	sin 1	1	5
4	#08306B	19	13.0264943919477	sin 1	1	5
4	#08306B	20	13.0264943919477	sin 1	1	5
4	#08306B	21	13.0264943919477	sin 1	1	5
4	#08306B	22	13.0264943919477	sin 1	1	5
4	#08306B	23	13.0264943919477	sin 1	1	5
4	#08306B	24	13.0264943919477	sin 1	1	5
4	#08306B	25	13.0264943919477	sin 1	1	5
4	#08306B	26	13.0264943919477	sin 1	1	5
4	#08306B	27	13.0264943919477	sin 1	1	5
4	#08306B	28	13.0264943919477	sin 1	1	5
4	#08306B	29	13.0264943919477	sin 1	1	5
4	#08306B	30	13.0264943919477	sin 1	1	5
4	#08306B	31	13.0264943919477	sin 1	1	5
4	#08306B	32	13.0264943919477	sin 1	1	5
4	#08306B	33	13.0264943919477	sin 1	1	5
4	#08306B	34	13.0264943919477	sin 1	1	5
4	#08306B	35	13.0264943919477	sin 1	1	5
4	#08306B	36	13.0264943919477	sin 1	1	5
4	#08306B	37	13.0264943919477	sin 1	1	5
4	#08306B	38	13.0264943919477	sin 1	1	5
4	#08306B	39	13.0264943919477	sin 1	1	5
4	#08306B	40	13.0264943919477	sin 1	1	5
