xmin	xmax	key	clickSelects.variable	clickSelects.value	showSelected.variable	showSelected.value	PANEL
29.5	30.5	30 31	itération	30	itération	31	1
30.5	31.5	1	itération	31	itération	31	1
31.5	32.5	32 31	itération	32	itération	31	1
32.5	33.5	33 31	itération	33	itération	31	1
33.5	34.5	34 31	itération	34	itération	31	1
34.5	35.5	35 31	itération	35	itération	31	1
35.5	36.5	36 31	itération	36	itération	31	1
36.5	37.5	37 31	itération	37	itération	31	1
37.5	38.5	38 31	itération	38	itération	31	1
38.5	39.5	39 31	itération	39	itération	31	1
39.5	40.5	40 31	itération	40	itération	31	1
-0.5	0.5	0 32	itération	0	itération	32	1
0.5	1.5	1 32	itération	1	itération	32	1
1.5	2.5	2 32	itération	2	itération	32	1
2.5	3.5	3 32	itération	3	itération	32	1
3.5	4.5	4 32	itération	4	itération	32	1
4.5	5.5	5 32	itération	5	itération	32	1
5.5	6.5	6 32	itération	6	itération	32	1
6.5	7.5	7 32	itération	7	itération	32	1
7.5	8.5	8 32	itération	8	itération	32	1
8.5	9.5	9 32	itération	9	itération	32	1
9.5	10.5	10 32	itération	10	itération	32	1
10.5	11.5	11 32	itération	11	itération	32	1
11.5	12.5	12 32	itération	12	itération	32	1
12.5	13.5	13 32	itération	13	itération	32	1
13.5	14.5	14 32	itération	14	itération	32	1
14.5	15.5	15 32	itération	15	itération	32	1
15.5	16.5	16 32	itération	16	itération	32	1
16.5	17.5	17 32	itération	17	itération	32	1
17.5	18.5	18 32	itération	18	itération	32	1
18.5	19.5	19 32	itération	19	itération	32	1
19.5	20.5	20 32	itération	20	itération	32	1
20.5	21.5	21 32	itération	21	itération	32	1
21.5	22.5	22 32	itération	22	itération	32	1
22.5	23.5	23 32	itération	23	itération	32	1
23.5	24.5	24 32	itération	24	itération	32	1
24.5	25.5	25 32	itération	25	itération	32	1
25.5	26.5	26 32	itération	26	itération	32	1
26.5	27.5	27 32	itération	27	itération	32	1
27.5	28.5	28 32	itération	28	itération	32	1
28.5	29.5	29 32	itération	29	itération	32	1
29.5	30.5	30 32	itération	30	itération	32	1
30.5	31.5	31 32	itération	31	itération	32	1
31.5	32.5	1	itération	32	itération	32	1
32.5	33.5	33 32	itération	33	itération	32	1
33.5	34.5	34 32	itération	34	itération	32	1
34.5	35.5	35 32	itération	35	itération	32	1
35.5	36.5	36 32	itération	36	itération	32	1
36.5	37.5	37 32	itération	37	itération	32	1
37.5	38.5	38 32	itération	38	itération	32	1
38.5	39.5	39 32	itération	39	itération	32	1
39.5	40.5	40 32	itération	40	itération	32	1
-0.5	0.5	0 33	itération	0	itération	33	1
0.5	1.5	1 33	itération	1	itération	33	1
1.5	2.5	2 33	itération	2	itération	33	1
2.5	3.5	3 33	itération	3	itération	33	1
3.5	4.5	4 33	itération	4	itération	33	1
4.5	5.5	5 33	itération	5	itération	33	1
5.5	6.5	6 33	itération	6	itération	33	1
6.5	7.5	7 33	itération	7	itération	33	1
7.5	8.5	8 33	itération	8	itération	33	1
8.5	9.5	9 33	itération	9	itération	33	1
9.5	10.5	10 33	itération	10	itération	33	1
10.5	11.5	11 33	itération	11	itération	33	1
11.5	12.5	12 33	itération	12	itération	33	1
12.5	13.5	13 33	itération	13	itération	33	1
13.5	14.5	14 33	itération	14	itération	33	1
14.5	15.5	15 33	itération	15	itération	33	1
15.5	16.5	16 33	itération	16	itération	33	1
16.5	17.5	17 33	itération	17	itération	33	1
17.5	18.5	18 33	itération	18	itération	33	1
18.5	19.5	19 33	itération	19	itération	33	1
19.5	20.5	20 33	itération	20	itération	33	1
20.5	21.5	21 33	itération	21	itération	33	1
21.5	22.5	22 33	itération	22	itération	33	1
22.5	23.5	23 33	itération	23	itération	33	1
23.5	24.5	24 33	itération	24	itération	33	1
24.5	25.5	25 33	itération	25	itération	33	1
25.5	26.5	26 33	itération	26	itération	33	1
26.5	27.5	27 33	itération	27	itération	33	1
27.5	28.5	28 33	itération	28	itération	33	1
28.5	29.5	29 33	itération	29	itération	33	1
29.5	30.5	30 33	itération	30	itération	33	1
30.5	31.5	31 33	itération	31	itération	33	1
31.5	32.5	32 33	itération	32	itération	33	1
32.5	33.5	1	itération	33	itération	33	1
33.5	34.5	34 33	itération	34	itération	33	1
34.5	35.5	35 33	itération	35	itération	33	1
35.5	36.5	36 33	itération	36	itération	33	1
36.5	37.5	37 33	itération	37	itération	33	1
37.5	38.5	38 33	itération	38	itération	33	1
38.5	39.5	39 33	itération	39	itération	33	1
39.5	40.5	40 33	itération	40	itération	33	1
-0.5	0.5	0 34	itération	0	itération	34	1
0.5	1.5	1 34	itération	1	itération	34	1
1.5	2.5	2 34	itération	2	itération	34	1
2.5	3.5	3 34	itération	3	itération	34	1
3.5	4.5	4 34	itération	4	itération	34	1
4.5	5.5	5 34	itération	5	itération	34	1
5.5	6.5	6 34	itération	6	itération	34	1
6.5	7.5	7 34	itération	7	itération	34	1
7.5	8.5	8 34	itération	8	itération	34	1
8.5	9.5	9 34	itération	9	itération	34	1
9.5	10.5	10 34	itération	10	itération	34	1
10.5	11.5	11 34	itération	11	itération	34	1
11.5	12.5	12 34	itération	12	itération	34	1
12.5	13.5	13 34	itération	13	itération	34	1
13.5	14.5	14 34	itération	14	itération	34	1
14.5	15.5	15 34	itération	15	itération	34	1
15.5	16.5	16 34	itération	16	itération	34	1
16.5	17.5	17 34	itération	17	itération	34	1
17.5	18.5	18 34	itération	18	itération	34	1
18.5	19.5	19 34	itération	19	itération	34	1
19.5	20.5	20 34	itération	20	itération	34	1
20.5	21.5	21 34	itération	21	itération	34	1
21.5	22.5	22 34	itération	22	itération	34	1
22.5	23.5	23 34	itération	23	itération	34	1
23.5	24.5	24 34	itération	24	itération	34	1
24.5	25.5	25 34	itération	25	itération	34	1
25.5	26.5	26 34	itération	26	itération	34	1
26.5	27.5	27 34	itération	27	itération	34	1
27.5	28.5	28 34	itération	28	itération	34	1
28.5	29.5	29 34	itération	29	itération	34	1
29.5	30.5	30 34	itération	30	itération	34	1
30.5	31.5	31 34	itération	31	itération	34	1
31.5	32.5	32 34	itération	32	itération	34	1
32.5	33.5	33 34	itération	33	itération	34	1
33.5	34.5	1	itération	34	itération	34	1
34.5	35.5	35 34	itération	35	itération	34	1
35.5	36.5	36 34	itération	36	itération	34	1
36.5	37.5	37 34	itération	37	itération	34	1
37.5	38.5	38 34	itération	38	itération	34	1
38.5	39.5	39 34	itération	39	itération	34	1
39.5	40.5	40 34	itération	40	itération	34	1
-0.5	0.5	0 35	itération	0	itération	35	1
0.5	1.5	1 35	itération	1	itération	35	1
1.5	2.5	2 35	itération	2	itération	35	1
2.5	3.5	3 35	itération	3	itération	35	1
3.5	4.5	4 35	itération	4	itération	35	1
4.5	5.5	5 35	itération	5	itération	35	1
5.5	6.5	6 35	itération	6	itération	35	1
6.5	7.5	7 35	itération	7	itération	35	1
7.5	8.5	8 35	itération	8	itération	35	1
8.5	9.5	9 35	itération	9	itération	35	1
9.5	10.5	10 35	itération	10	itération	35	1
10.5	11.5	11 35	itération	11	itération	35	1
11.5	12.5	12 35	itération	12	itération	35	1
12.5	13.5	13 35	itération	13	itération	35	1
13.5	14.5	14 35	itération	14	itération	35	1
14.5	15.5	15 35	itération	15	itération	35	1
15.5	16.5	16 35	itération	16	itération	35	1
16.5	17.5	17 35	itération	17	itération	35	1
17.5	18.5	18 35	itération	18	itération	35	1
18.5	19.5	19 35	itération	19	itération	35	1
19.5	20.5	20 35	itération	20	itération	35	1
20.5	21.5	21 35	itération	21	itération	35	1
21.5	22.5	22 35	itération	22	itération	35	1
22.5	23.5	23 35	itération	23	itération	35	1
23.5	24.5	24 35	itération	24	itération	35	1
24.5	25.5	25 35	itération	25	itération	35	1
25.5	26.5	26 35	itération	26	itération	35	1
26.5	27.5	27 35	itération	27	itération	35	1
27.5	28.5	28 35	itération	28	itération	35	1
28.5	29.5	29 35	itération	29	itération	35	1
29.5	30.5	30 35	itération	30	itération	35	1
30.5	31.5	31 35	itération	31	itération	35	1
31.5	32.5	32 35	itération	32	itération	35	1
32.5	33.5	33 35	itération	33	itération	35	1
33.5	34.5	34 35	itération	34	itération	35	1
34.5	35.5	1	itération	35	itération	35	1
35.5	36.5	36 35	itération	36	itération	35	1
36.5	37.5	37 35	itération	37	itération	35	1
37.5	38.5	38 35	itération	38	itération	35	1
38.5	39.5	39 35	itération	39	itération	35	1
39.5	40.5	40 35	itération	40	itération	35	1
-0.5	0.5	0 36	itération	0	itération	36	1
0.5	1.5	1 36	itération	1	itération	36	1
1.5	2.5	2 36	itération	2	itération	36	1
2.5	3.5	3 36	itération	3	itération	36	1
3.5	4.5	4 36	itération	4	itération	36	1
4.5	5.5	5 36	itération	5	itération	36	1
5.5	6.5	6 36	itération	6	itération	36	1
6.5	7.5	7 36	itération	7	itération	36	1
7.5	8.5	8 36	itération	8	itération	36	1
8.5	9.5	9 36	itération	9	itération	36	1
9.5	10.5	10 36	itération	10	itération	36	1
10.5	11.5	11 36	itération	11	itération	36	1
11.5	12.5	12 36	itération	12	itération	36	1
12.5	13.5	13 36	itération	13	itération	36	1
13.5	14.5	14 36	itération	14	itération	36	1
14.5	15.5	15 36	itération	15	itération	36	1
15.5	16.5	16 36	itération	16	itération	36	1
16.5	17.5	17 36	itération	17	itération	36	1
17.5	18.5	18 36	itération	18	itération	36	1
18.5	19.5	19 36	itération	19	itération	36	1
19.5	20.5	20 36	itération	20	itération	36	1
20.5	21.5	21 36	itération	21	itération	36	1
21.5	22.5	22 36	itération	22	itération	36	1
22.5	23.5	23 36	itération	23	itération	36	1
23.5	24.5	24 36	itération	24	itération	36	1
24.5	25.5	25 36	itération	25	itération	36	1
25.5	26.5	26 36	itération	26	itération	36	1
26.5	27.5	27 36	itération	27	itération	36	1
27.5	28.5	28 36	itération	28	itération	36	1
28.5	29.5	29 36	itération	29	itération	36	1
29.5	30.5	30 36	itération	30	itération	36	1
30.5	31.5	31 36	itération	31	itération	36	1
31.5	32.5	32 36	itération	32	itération	36	1
32.5	33.5	33 36	itération	33	itération	36	1
33.5	34.5	34 36	itération	34	itération	36	1
34.5	35.5	35 36	itération	35	itération	36	1
35.5	36.5	1	itération	36	itération	36	1
36.5	37.5	37 36	itération	37	itération	36	1
37.5	38.5	38 36	itération	38	itération	36	1
38.5	39.5	39 36	itération	39	itération	36	1
39.5	40.5	40 36	itération	40	itération	36	1
-0.5	0.5	0 37	itération	0	itération	37	1
0.5	1.5	1 37	itération	1	itération	37	1
1.5	2.5	2 37	itération	2	itération	37	1
2.5	3.5	3 37	itération	3	itération	37	1
3.5	4.5	4 37	itération	4	itération	37	1
4.5	5.5	5 37	itération	5	itération	37	1
5.5	6.5	6 37	itération	6	itération	37	1
6.5	7.5	7 37	itération	7	itération	37	1
7.5	8.5	8 37	itération	8	itération	37	1
8.5	9.5	9 37	itération	9	itération	37	1
9.5	10.5	10 37	itération	10	itération	37	1
10.5	11.5	11 37	itération	11	itération	37	1
11.5	12.5	12 37	itération	12	itération	37	1
12.5	13.5	13 37	itération	13	itération	37	1
13.5	14.5	14 37	itération	14	itération	37	1
14.5	15.5	15 37	itération	15	itération	37	1
15.5	16.5	16 37	itération	16	itération	37	1
16.5	17.5	17 37	itération	17	itération	37	1
17.5	18.5	18 37	itération	18	itération	37	1
18.5	19.5	19 37	itération	19	itération	37	1
19.5	20.5	20 37	itération	20	itération	37	1
20.5	21.5	21 37	itération	21	itération	37	1
21.5	22.5	22 37	itération	22	itération	37	1
22.5	23.5	23 37	itération	23	itération	37	1
23.5	24.5	24 37	itération	24	itération	37	1
24.5	25.5	25 37	itération	25	itération	37	1
25.5	26.5	26 37	itération	26	itération	37	1
26.5	27.5	27 37	itération	27	itération	37	1
27.5	28.5	28 37	itération	28	itération	37	1
28.5	29.5	29 37	itération	29	itération	37	1
29.5	30.5	30 37	itération	30	itération	37	1
30.5	31.5	31 37	itération	31	itération	37	1
31.5	32.5	32 37	itération	32	itération	37	1
32.5	33.5	33 37	itération	33	itération	37	1
33.5	34.5	34 37	itération	34	itération	37	1
34.5	35.5	35 37	itération	35	itération	37	1
35.5	36.5	36 37	itération	36	itération	37	1
36.5	37.5	1	itération	37	itération	37	1
37.5	38.5	38 37	itération	38	itération	37	1
38.5	39.5	39 37	itération	39	itération	37	1
39.5	40.5	40 37	itération	40	itération	37	1
-0.5	0.5	0 38	itération	0	itération	38	1
0.5	1.5	1 38	itération	1	itération	38	1
1.5	2.5	2 38	itération	2	itération	38	1
2.5	3.5	3 38	itération	3	itération	38	1
3.5	4.5	4 38	itération	4	itération	38	1
4.5	5.5	5 38	itération	5	itération	38	1
5.5	6.5	6 38	itération	6	itération	38	1
6.5	7.5	7 38	itération	7	itération	38	1
7.5	8.5	8 38	itération	8	itération	38	1
8.5	9.5	9 38	itération	9	itération	38	1
9.5	10.5	10 38	itération	10	itération	38	1
10.5	11.5	11 38	itération	11	itération	38	1
11.5	12.5	12 38	itération	12	itération	38	1
12.5	13.5	13 38	itération	13	itération	38	1
13.5	14.5	14 38	itération	14	itération	38	1
14.5	15.5	15 38	itération	15	itération	38	1
15.5	16.5	16 38	itération	16	itération	38	1
16.5	17.5	17 38	itération	17	itération	38	1
17.5	18.5	18 38	itération	18	itération	38	1
18.5	19.5	19 38	itération	19	itération	38	1
19.5	20.5	20 38	itération	20	itération	38	1
20.5	21.5	21 38	itération	21	itération	38	1
21.5	22.5	22 38	itération	22	itération	38	1
22.5	23.5	23 38	itération	23	itération	38	1
23.5	24.5	24 38	itération	24	itération	38	1
24.5	25.5	25 38	itération	25	itération	38	1
25.5	26.5	26 38	itération	26	itération	38	1
26.5	27.5	27 38	itération	27	itération	38	1
27.5	28.5	28 38	itération	28	itération	38	1
28.5	29.5	29 38	itération	29	itération	38	1
29.5	30.5	30 38	itération	30	itération	38	1
30.5	31.5	31 38	itération	31	itération	38	1
31.5	32.5	32 38	itération	32	itération	38	1
32.5	33.5	33 38	itération	33	itération	38	1
33.5	34.5	34 38	itération	34	itération	38	1
34.5	35.5	35 38	itération	35	itération	38	1
35.5	36.5	36 38	itération	36	itération	38	1
36.5	37.5	37 38	itération	37	itération	38	1
37.5	38.5	1	itération	38	itération	38	1
38.5	39.5	39 38	itération	39	itération	38	1
39.5	40.5	40 38	itération	40	itération	38	1
-0.5	0.5	0 39	itération	0	itération	39	1
0.5	1.5	1 39	itération	1	itération	39	1
1.5	2.5	2 39	itération	2	itération	39	1
2.5	3.5	3 39	itération	3	itération	39	1
3.5	4.5	4 39	itération	4	itération	39	1
4.5	5.5	5 39	itération	5	itération	39	1
5.5	6.5	6 39	itération	6	itération	39	1
6.5	7.5	7 39	itération	7	itération	39	1
7.5	8.5	8 39	itération	8	itération	39	1
8.5	9.5	9 39	itération	9	itération	39	1
9.5	10.5	10 39	itération	10	itération	39	1
10.5	11.5	11 39	itération	11	itération	39	1
11.5	12.5	12 39	itération	12	itération	39	1
12.5	13.5	13 39	itération	13	itération	39	1
13.5	14.5	14 39	itération	14	itération	39	1
14.5	15.5	15 39	itération	15	itération	39	1
15.5	16.5	16 39	itération	16	itération	39	1
16.5	17.5	17 39	itération	17	itération	39	1
17.5	18.5	18 39	itération	18	itération	39	1
18.5	19.5	19 39	itération	19	itération	39	1
19.5	20.5	20 39	itération	20	itération	39	1
20.5	21.5	21 39	itération	21	itération	39	1
21.5	22.5	22 39	itération	22	itération	39	1
22.5	23.5	23 39	itération	23	itération	39	1
23.5	24.5	24 39	itération	24	itération	39	1
24.5	25.5	25 39	itération	25	itération	39	1
25.5	26.5	26 39	itération	26	itération	39	1
26.5	27.5	27 39	itération	27	itération	39	1
27.5	28.5	28 39	itération	28	itération	39	1
28.5	29.5	29 39	itération	29	itération	39	1
29.5	30.5	30 39	itération	30	itération	39	1
30.5	31.5	31 39	itération	31	itération	39	1
31.5	32.5	32 39	itération	32	itération	39	1
32.5	33.5	33 39	itération	33	itération	39	1
33.5	34.5	34 39	itération	34	itération	39	1
34.5	35.5	35 39	itération	35	itération	39	1
35.5	36.5	36 39	itération	36	itération	39	1
36.5	37.5	37 39	itération	37	itération	39	1
37.5	38.5	38 39	itération	38	itération	39	1
38.5	39.5	1	itération	39	itération	39	1
39.5	40.5	40 39	itération	40	itération	39	1
-0.5	0.5	0 40	itération	0	itération	40	1
0.5	1.5	1 40	itération	1	itération	40	1
1.5	2.5	2 40	itération	2	itération	40	1
2.5	3.5	3 40	itération	3	itération	40	1
3.5	4.5	4 40	itération	4	itération	40	1
4.5	5.5	5 40	itération	5	itération	40	1
5.5	6.5	6 40	itération	6	itération	40	1
6.5	7.5	7 40	itération	7	itération	40	1
7.5	8.5	8 40	itération	8	itération	40	1
8.5	9.5	9 40	itération	9	itération	40	1
9.5	10.5	10 40	itération	10	itération	40	1
10.5	11.5	11 40	itération	11	itération	40	1
11.5	12.5	12 40	itération	12	itération	40	1
12.5	13.5	13 40	itération	13	itération	40	1
13.5	14.5	14 40	itération	14	itération	40	1
14.5	15.5	15 40	itération	15	itération	40	1
15.5	16.5	16 40	itération	16	itération	40	1
16.5	17.5	17 40	itération	17	itération	40	1
17.5	18.5	18 40	itération	18	itération	40	1
18.5	19.5	19 40	itération	19	itération	40	1
19.5	20.5	20 40	itération	20	itération	40	1
20.5	21.5	21 40	itération	21	itération	40	1
21.5	22.5	22 40	itération	22	itération	40	1
22.5	23.5	23 40	itération	23	itération	40	1
23.5	24.5	24 40	itération	24	itération	40	1
24.5	25.5	25 40	itération	25	itération	40	1
25.5	26.5	26 40	itération	26	itération	40	1
26.5	27.5	27 40	itération	27	itération	40	1
27.5	28.5	28 40	itération	28	itération	40	1
28.5	29.5	29 40	itération	29	itération	40	1
29.5	30.5	30 40	itération	30	itération	40	1
30.5	31.5	31 40	itération	31	itération	40	1
31.5	32.5	32 40	itération	32	itération	40	1
32.5	33.5	33 40	itération	33	itération	40	1
33.5	34.5	34 40	itération	34	itération	40	1
34.5	35.5	35 40	itération	35	itération	40	1
35.5	36.5	36 40	itération	36	itération	40	1
36.5	37.5	37 40	itération	37	itération	40	1
37.5	38.5	38 40	itération	38	itération	40	1
38.5	39.5	39 40	itération	39	itération	40	1
39.5	40.5	1	itération	40	itération	40	1
-0.5	0.5	1	itération	0	itération	0	2
0.5	1.5	1 0	itération	1	itération	0	2
1.5	2.5	2 0	itération	2	itération	0	2
2.5	3.5	3 0	itération	3	itération	0	2
3.5	4.5	4 0	itération	4	itération	0	2
4.5	5.5	5 0	itération	5	itération	0	2
5.5	6.5	6 0	itération	6	itération	0	2
6.5	7.5	7 0	itération	7	itération	0	2
7.5	8.5	8 0	itération	8	itération	0	2
8.5	9.5	9 0	itération	9	itération	0	2
9.5	10.5	10 0	itération	10	itération	0	2
10.5	11.5	11 0	itération	11	itération	0	2
11.5	12.5	12 0	itération	12	itération	0	2
12.5	13.5	13 0	itération	13	itération	0	2
13.5	14.5	14 0	itération	14	itération	0	2
14.5	15.5	15 0	itération	15	itération	0	2
15.5	16.5	16 0	itération	16	itération	0	2
16.5	17.5	17 0	itération	17	itération	0	2
17.5	18.5	18 0	itération	18	itération	0	2
18.5	19.5	19 0	itération	19	itération	0	2
19.5	20.5	20 0	itération	20	itération	0	2
20.5	21.5	21 0	itération	21	itération	0	2
21.5	22.5	22 0	itération	22	itération	0	2
22.5	23.5	23 0	itération	23	itération	0	2
23.5	24.5	24 0	itération	24	itération	0	2
24.5	25.5	25 0	itération	25	itération	0	2
25.5	26.5	26 0	itération	26	itération	0	2
26.5	27.5	27 0	itération	27	itération	0	2
27.5	28.5	28 0	itération	28	itération	0	2
28.5	29.5	29 0	itération	29	itération	0	2
29.5	30.5	30 0	itération	30	itération	0	2
30.5	31.5	31 0	itération	31	itération	0	2
31.5	32.5	32 0	itération	32	itération	0	2
32.5	33.5	33 0	itération	33	itération	0	2
33.5	34.5	34 0	itération	34	itération	0	2
34.5	35.5	35 0	itération	35	itération	0	2
35.5	36.5	36 0	itération	36	itération	0	2
36.5	37.5	37 0	itération	37	itération	0	2
37.5	38.5	38 0	itération	38	itération	0	2
38.5	39.5	39 0	itération	39	itération	0	2
39.5	40.5	40 0	itération	40	itération	0	2
-0.5	0.5	0 1	itération	0	itération	1	2
0.5	1.5	1	itération	1	itération	1	2
1.5	2.5	2 1	itération	2	itération	1	2
2.5	3.5	3 1	itération	3	itération	1	2
3.5	4.5	4 1	itération	4	itération	1	2
4.5	5.5	5 1	itération	5	itération	1	2
5.5	6.5	6 1	itération	6	itération	1	2
6.5	7.5	7 1	itération	7	itération	1	2
7.5	8.5	8 1	itération	8	itération	1	2
8.5	9.5	9 1	itération	9	itération	1	2
9.5	10.5	10 1	itération	10	itération	1	2
10.5	11.5	11 1	itération	11	itération	1	2
11.5	12.5	12 1	itération	12	itération	1	2
12.5	13.5	13 1	itération	13	itération	1	2
13.5	14.5	14 1	itération	14	itération	1	2
14.5	15.5	15 1	itération	15	itération	1	2
15.5	16.5	16 1	itération	16	itération	1	2
16.5	17.5	17 1	itération	17	itération	1	2
17.5	18.5	18 1	itération	18	itération	1	2
18.5	19.5	19 1	itération	19	itération	1	2
19.5	20.5	20 1	itération	20	itération	1	2
20.5	21.5	21 1	itération	21	itération	1	2
21.5	22.5	22 1	itération	22	itération	1	2
22.5	23.5	23 1	itération	23	itération	1	2
23.5	24.5	24 1	itération	24	itération	1	2
24.5	25.5	25 1	itération	25	itération	1	2
25.5	26.5	26 1	itération	26	itération	1	2
26.5	27.5	27 1	itération	27	itération	1	2
27.5	28.5	28 1	itération	28	itération	1	2
28.5	29.5	29 1	itération	29	itération	1	2
29.5	30.5	30 1	itération	30	itération	1	2
30.5	31.5	31 1	itération	31	itération	1	2
31.5	32.5	32 1	itération	32	itération	1	2
32.5	33.5	33 1	itération	33	itération	1	2
33.5	34.5	34 1	itération	34	itération	1	2
34.5	35.5	35 1	itération	35	itération	1	2
35.5	36.5	36 1	itération	36	itération	1	2
36.5	37.5	37 1	itération	37	itération	1	2
37.5	38.5	38 1	itération	38	itération	1	2
38.5	39.5	39 1	itération	39	itération	1	2
39.5	40.5	40 1	itération	40	itération	1	2
-0.5	0.5	0 2	itération	0	itération	2	2
0.5	1.5	1 2	itération	1	itération	2	2
1.5	2.5	1	itération	2	itération	2	2
2.5	3.5	3 2	itération	3	itération	2	2
3.5	4.5	4 2	itération	4	itération	2	2
4.5	5.5	5 2	itération	5	itération	2	2
5.5	6.5	6 2	itération	6	itération	2	2
6.5	7.5	7 2	itération	7	itération	2	2
7.5	8.5	8 2	itération	8	itération	2	2
8.5	9.5	9 2	itération	9	itération	2	2
9.5	10.5	10 2	itération	10	itération	2	2
10.5	11.5	11 2	itération	11	itération	2	2
11.5	12.5	12 2	itération	12	itération	2	2
12.5	13.5	13 2	itération	13	itération	2	2
13.5	14.5	14 2	itération	14	itération	2	2
14.5	15.5	15 2	itération	15	itération	2	2
15.5	16.5	16 2	itération	16	itération	2	2
16.5	17.5	17 2	itération	17	itération	2	2
17.5	18.5	18 2	itération	18	itération	2	2
18.5	19.5	19 2	itération	19	itération	2	2
19.5	20.5	20 2	itération	20	itération	2	2
20.5	21.5	21 2	itération	21	itération	2	2
21.5	22.5	22 2	itération	22	itération	2	2
22.5	23.5	23 2	itération	23	itération	2	2
23.5	24.5	24 2	itération	24	itération	2	2
24.5	25.5	25 2	itération	25	itération	2	2
25.5	26.5	26 2	itération	26	itération	2	2
26.5	27.5	27 2	itération	27	itération	2	2
27.5	28.5	28 2	itération	28	itération	2	2
28.5	29.5	29 2	itération	29	itération	2	2
29.5	30.5	30 2	itération	30	itération	2	2
30.5	31.5	31 2	itération	31	itération	2	2
31.5	32.5	32 2	itération	32	itération	2	2
32.5	33.5	33 2	itération	33	itération	2	2
33.5	34.5	34 2	itération	34	itération	2	2
34.5	35.5	35 2	itération	35	itération	2	2
35.5	36.5	36 2	itération	36	itération	2	2
36.5	37.5	37 2	itération	37	itération	2	2
37.5	38.5	38 2	itération	38	itération	2	2
38.5	39.5	39 2	itération	39	itération	2	2
39.5	40.5	40 2	itération	40	itération	2	2
-0.5	0.5	0 3	itération	0	itération	3	2
0.5	1.5	1 3	itération	1	itération	3	2
1.5	2.5	2 3	itération	2	itération	3	2
2.5	3.5	1	itération	3	itération	3	2
3.5	4.5	4 3	itération	4	itération	3	2
4.5	5.5	5 3	itération	5	itération	3	2
5.5	6.5	6 3	itération	6	itération	3	2
6.5	7.5	7 3	itération	7	itération	3	2
7.5	8.5	8 3	itération	8	itération	3	2
8.5	9.5	9 3	itération	9	itération	3	2
9.5	10.5	10 3	itération	10	itération	3	2
10.5	11.5	11 3	itération	11	itération	3	2
11.5	12.5	12 3	itération	12	itération	3	2
12.5	13.5	13 3	itération	13	itération	3	2
13.5	14.5	14 3	itération	14	itération	3	2
14.5	15.5	15 3	itération	15	itération	3	2
15.5	16.5	16 3	itération	16	itération	3	2
16.5	17.5	17 3	itération	17	itération	3	2
17.5	18.5	18 3	itération	18	itération	3	2
18.5	19.5	19 3	itération	19	itération	3	2
19.5	20.5	20 3	itération	20	itération	3	2
20.5	21.5	21 3	itération	21	itération	3	2
21.5	22.5	22 3	itération	22	itération	3	2
22.5	23.5	23 3	itération	23	itération	3	2
23.5	24.5	24 3	itération	24	itération	3	2
24.5	25.5	25 3	itération	25	itération	3	2
25.5	26.5	26 3	itération	26	itération	3	2
26.5	27.5	27 3	itération	27	itération	3	2
27.5	28.5	28 3	itération	28	itération	3	2
28.5	29.5	29 3	itération	29	itération	3	2
29.5	30.5	30 3	itération	30	itération	3	2
30.5	31.5	31 3	itération	31	itération	3	2
31.5	32.5	32 3	itération	32	itération	3	2
32.5	33.5	33 3	itération	33	itération	3	2
33.5	34.5	34 3	itération	34	itération	3	2
34.5	35.5	35 3	itération	35	itération	3	2
35.5	36.5	36 3	itération	36	itération	3	2
36.5	37.5	37 3	itération	37	itération	3	2
37.5	38.5	38 3	itération	38	itération	3	2
38.5	39.5	39 3	itération	39	itération	3	2
39.5	40.5	40 3	itération	40	itération	3	2
-0.5	0.5	0 4	itération	0	itération	4	2
0.5	1.5	1 4	itération	1	itération	4	2
1.5	2.5	2 4	itération	2	itération	4	2
2.5	3.5	3 4	itération	3	itération	4	2
3.5	4.5	1	itération	4	itération	4	2
4.5	5.5	5 4	itération	5	itération	4	2
5.5	6.5	6 4	itération	6	itération	4	2
6.5	7.5	7 4	itération	7	itération	4	2
7.5	8.5	8 4	itération	8	itération	4	2
8.5	9.5	9 4	itération	9	itération	4	2
9.5	10.5	10 4	itération	10	itération	4	2
10.5	11.5	11 4	itération	11	itération	4	2
11.5	12.5	12 4	itération	12	itération	4	2
12.5	13.5	13 4	itération	13	itération	4	2
13.5	14.5	14 4	itération	14	itération	4	2
14.5	15.5	15 4	itération	15	itération	4	2
15.5	16.5	16 4	itération	16	itération	4	2
16.5	17.5	17 4	itération	17	itération	4	2
17.5	18.5	18 4	itération	18	itération	4	2
18.5	19.5	19 4	itération	19	itération	4	2
19.5	20.5	20 4	itération	20	itération	4	2
20.5	21.5	21 4	itération	21	itération	4	2
21.5	22.5	22 4	itération	22	itération	4	2
22.5	23.5	23 4	itération	23	itération	4	2
23.5	24.5	24 4	itération	24	itération	4	2
24.5	25.5	25 4	itération	25	itération	4	2
25.5	26.5	26 4	itération	26	itération	4	2
26.5	27.5	27 4	itération	27	itération	4	2
27.5	28.5	28 4	itération	28	itération	4	2
28.5	29.5	29 4	itération	29	itération	4	2
29.5	30.5	30 4	itération	30	itération	4	2
30.5	31.5	31 4	itération	31	itération	4	2
31.5	32.5	32 4	itération	32	itération	4	2
32.5	33.5	33 4	itération	33	itération	4	2
33.5	34.5	34 4	itération	34	itération	4	2
34.5	35.5	35 4	itération	35	itération	4	2
35.5	36.5	36 4	itération	36	itération	4	2
36.5	37.5	37 4	itération	37	itération	4	2
